CITATION,INSTRUMENT,Neutral Citation
"['[2004] 2 AC 368\t 18', '[2004] 2 AC 368', '[2015] 3 IR 385', '(2013) 56 E.H.R.R. 3', '[2004] UKHL 27', '[2004] 2 A.C. 368', '(App.', '(2008) 47 E.H.R.R. 18', '[2015] 3 IR 164', '[2018] IECA 392', '[2019] IESCDET 124', '[2020] IEHC 571', '[2018] 1 IR 246', '2020 IEHC 560', '[2018] IESC 31', '[2012] IESC 59', '[2017] IESC 61', '[2020] IESC 44', '[1943] 2 All E.R. 560', '[1981] A.C. 75', '[1991] 1 A.C. 254', '[1996] 2 I.L.R.M. 46', '[1998] 1 I.R. 230', '[1998] 1 I.L.R.M. 81', '[2020] IESC 46', '[1991] 1 AC 254', '[2015] UKSC 54', '[2011] 2 I.R. 1', '[2019] IEHC 489', '[2010] IESC 3', '[2010] 2 I.R. 701', '[2002] IESC 44', '[2002] 2 I.R. 169', '[2017] IEHC 570']","['International Protection Act 2015', '2015 Act', 'European Convention', 'ECHR', 'ECHR 17', 'Convention', 'Human Rights Act 2003', 'Act of 2003', 'ECHR 2006-', 'Respondent’s s. 49', 'Act of 2004', 'Immigration Act 2004', 'Immigration Act 1999', 'Directive 2004/83']",2021_IEHC_275
"['[2019] IEHC 65', '[2020] IESC 70', '[2020] IESC 52']","['International Protection Act', 'European Convention', 'Legal Services Regulation Act']",2021_IESC_14
"['[2008] 4 I.R. 480', '[2014] IESC 34', '[2009] IESC 67', '[2009] IESC 47', '[2010] IESC 16', '[2008] 1 WLR 325', ', Case C-105/03', '[2005] E.C.R. I -5285)', '[2011] IESC 5']","['Czech Criminal Code', 'European Arrest Warrant Act 2003', 'Act of 2003', 'Criminal Code', '2003 Act', 'Council Framework Decision 2002/584', 'Council Framework Decision 2009/299/JHA', 'Framework Decision', 'Act of 2003 17', 'Framework Decision 2002/584', 'European Arrest Warrant Act']",2021_IECA_92
['[2015 No.'],"['European Arrest Warrant Act', 'Act of 2003', 'Criminal Justice (Theft and Fraud Offences) Act']",2021_IEHC_170
"['[2021] IECA 209', '[2015] IEHC 338', '[2020] IEHC 606', '[2016] IESC 17', '[2016] 2 ILRM 262', '[2015] IESC 49', '[2002.584]  2', '(2012) EHRR 4389', '[1974] IR 422', '[2014] IESC 34', '[2014] 1 IR 720', '[2012] IESC 37', '[2012] 4 IR 147', '[2020] IESC 40']","['European Arrest Warrant Act 2003', '2003 Act', '2005 Offences', 'Council Framework Decision 2002/584', 'Framework Decision', 'Council Framework Decision 2009/299/JHA', '2013 Act', 'European Convention', 'Framework Directive']",2021_IECA_210
"['[2012] 4 I.R. 1', '(Case C-270/17)', '(Case C-488/19)', '(Case C-579/15)', '[1995] 1 I.L.R.M. 61', '1 63', '3 64', '[2020] IEHC 528', '[2013] 1 I.R. 470', '[2008] 1 A.C. 920', '[2002] 1 A.C. 556', '(1905) 10 CCC 80', '[2016] 2 I.L.R.M. 262']","['European Arrest Warrant Act', 'Act of 2003', 'European Union (European Arrest Warrant Act 2003', 'Amendment) Regulations 2021', 'Romanian Criminal Code', 'Offences Against the Person Act', 'Criminal Law (Extraterritorial Jurisdiction) Act', 'Act of 2019', 'Criminal Justice Act', 'Framework Decision', 'European Convention', '1957 Convention', '2002 Framework Decision', 'Framework Decision 2008/909', 'Extradition Act', 'State’ (s. 44', 'Act of 2003 75', 'Framework Decision 2002/584', 'CJEU 113', 'CJEU']",2021_IECA_165
"['[2020 No.', '[2009] IEHC 279', '[2018] IEHC 641', '[2021] IEHC 402', '[2017] IEHC 800', '[1991] 1 I.L.R.M 750', '[2012] 3 I.R. 297', '[2015] IEHC 681', '[2009] 3 I.R. 643']",['Join Parent Visa Application 24/06/2016'],2021_IEHC_439
['[2021] IEHC 44'],"['Legal Services Regulation Act 2015', 'Civil Service Regulations Act 1956']",2021_IEHC_194
"['[2011] IESC 2', '[2016] IEHC 737', '[2019] IEHC 489', '[2010] IESC 3', '[2010] 2 I.R. 701', '[2002] IESC 44', '[2002] 2 I.R. 169', '[2017] IEHC 13', '[2021] IEHC 43', '[2021] IEHC 430', '[2017] IESC 61']","['International Protection Act 2015', '2015 Act', 'European Convention', 'Human Rights Practices (Zimbabwe)', 'ECHR)']",2021_IEHC_585
"['[2018] IESC 24', '[2018] 2 I.R. 542', '[2019] IEHC 310', '[2020] IESC 55', '(App.', '(2001) 33 E.H.R.R. 50', '[2006] 1 F.L.R. 798', '[2005] 3 F.C.R. 649', '(2003) 36 E.H.R.R. 7', '(2015) 60 E.H.R.R. 17', '53102/\u200999', '(2003)', '36 E.H.R.R. 32', '(2008) 47 E.H.R.R. 20', '[2009] I.N.L.R. 47', '(2007) 45 E.H.R.R. 14', '[2016] IECA 48', '(2014) 59 E.H.R.R. 10', '(2004) 39 E.H.R.R 24', '(DR) 57', '[2015] IESC 104', '[2015] 3 I.R. 423', '[2012] IEHC 80', '[2015] IEHC 638', '[2015] IESC 61', '[2014] 1 I.R. 720', '[2003] 4 I.R. 302', '[2013] 3 I.R. 718']","['Immigration Act 2004', 'European Convention', 'Convention', 'Immigration Act 1999', 'Immigration Act', '2004 Act', 'Human Right Act 2003', 'Act of 2004', 'Illegal Immigrants (Trafficking) Act', 'Human Rights Act 2003', '2003 Act', 'Human Rights Act', '1999 Act']",2021_IECA_99
[],['Immigration Act 2004'],2021_IEHC_546
"['[2019 No.', '(Case C-571/17 PPU', '[2018] IESC 8', '(Case C-270/17 PPU)', '(Case C-271/17 PPU)', '[2020] IESC 59', '[2008] IESC 52']","['European Arrest Warrant Act', 'Act of 2003', 'Act of 2003 10', 'European Council Framework Decision', 'Framework Decision', 'Council Framework Decision 2009/299/JHA', 'Framework Decision 2002/584', 'CJEU ruled:-', 'Council Framework Decision 2002/584', 'Framework Decision 2009/299', 'CJEU']",2021_IEHC_198
"['[2017] IEHC 597', '[2003] 2 I.R. 93', '[2006] IEHC 48', '[2015] IEHC 203', '[2001] 1 IR 378', '[2006] 3 IR 541']",[],2021_IEHC_161
"['[2021] IEHC 302', '[2017] IEHC 745']","['Immigration Act 1999', '1999 Act']",2021_IEHC_589
"['[2016] IEHC 737', '[2019] IEHC 489', '[2010] IESC 3', '[2010] 2 I.R. 701', '[2002] IESC 44', '[2002] 2 I.R. 169', '[2020] IEHC 560', '[2018] IESC 31', '[2012] IESC 59', '[2017] IESC 61']","['International Protection Act 2015', '2015 Act', 'Albania 2018']",2021_IEHC_588
"['[2019 No.', '[2008] IESC 52', '[2008] 4 I.R. 480', '[2009] IESC 48', '[2011] IEHC 374', '[2013] IESC 43', '[2013] 2 I.R. 396', '[2008] IEHC 322', '[2012] IESC 37', '[2012] 4 I.R. 147', '[2007] IEHC 15', '[2008] IESC 3', '[2008] 4 I.R. 42', '[1992] 1 I.R. 223', '[2012] IESC 16', '[2012] 4 I.R. 1', '[2006] IESC 45', '[2006] 4 IR 88', '[2020] IEHC 84', '[2021] IECA 37']","['European Arrest Warrant Act', 'Act of 2003', 'Act of 2003:-', 'Framework Decision', 'Criminal Code 1969', 'Criminal Justice (Public Order) Act', 'Act of 1994', '1994 Act', 'Interpretation Act', 'Act of 2005', 'Constitution of Ireland 1937', 'Criminal Law (Amendment) Act 1935']",2021_IEHC_160
['[2021 No.'],"['European Arrest Warrant Act', 'Act of 2003', 'European Council Framework Decision', 'Framework Decision', 'Criminal Justice (Theft and Fraud Offences) Act', 'Criminal Damage Act', 'Act of 2003   15', 'Council Framework Decision 2009/299/JHA', 'Act of 2003 28']",2021_IEHC_506
"['[2020 No.', '[2019] IESC 30', '[2019] 3 I.R. 511', '[2013] ISEC 24', '[2013] 4 I.R. 206', '[2006] IESC 23', '[2006] 3 I.R. 148', '[2007] IESC 21']","['European Arrest Warrant Act', 'Act of 2003', 'European Council Framework Decision', 'Framework Decision', 'Misuse of Drugs Act', 'European Convention', 'ECHR', 'Firearms Act', 'Constitution.', 'Romanian Criminal Code', 'Irish Constitution', 'Act of 1973', 'Act of 2003 19', 'ECtHR 21']",2021_IEHC_414
"['[2021 No.', '25T 125/2018-196', '(Case C-571/17 PPU', '[2017] IESC 26']","['European Arrest Warrant Act', 'Act of 2003', 'Criminal Justice (Public Order) Act', 'European Council Framework Decision', 'Framework Decision', 'Act of 2003 23', 'European Convention', 'ECHR']",2021_IEHC_547
"['[2021 No.', 'IV K 2140/02', 'II K 150/07', '[2010] IEHC 207', '8000 F.S. 9', '[2012] IEHC 434', '(Case C-571/17 PPU', '[2017] IESC 26', '[2015] IEHC 664', '[2020] IESC 12']","['European Arrest Warrant Act', 'Act of 2003', 'Act of 2003 7', 'Criminal Damage Act', 'Criminal Justice (Theft and Fraud Offences) Act', 'Act of 2003 12', 'European Council Framework Decision', 'Framework Decision', 'Council Framework Decision 2009/299/JHA', 'Act of 2003 21', 'European Convention', 'ECHR', '2003 Act']",2021_IEHC_510
"['[2021 No.', '[2020] IESC 12', '(Case C-220/18 PPU)']","['European Arrest Warrant Act', 'Act of 2003', 'European Convention', 'ECHR', 'European Council Framework Decision', 'Framework Decision', 'Criminal Law (Human Trafficking) Act', 'Criminal Justice Act', 'Criminal Law (Sexual Offences) Act', 'Act of 2003 14', '2003 Act']",2021_IEHC_584
"['[2021] IESC 000', '[2020] IEHC 360', '[2020] IESCDET 148', '[2015] IESC 26', '[2020] IESC 70', '[2015] IESC 64', '[2020] IESC 78', '[2010] 2 IR 701', '[2008] UKHL 41', '[2015] lESC 64', '(Application 25402/14).', '(Application No.', '(Application 16351/03, 2007', '(Application 47017/09 4', '(Application 58681/12 1 March 2018', '[2009] AC 1159', '[2020] IESC 55', '[2011] IEHC 481', '[2016] IEHC 600', '[2008] IEHC 361', '[2010] 4 IR 211', '[2006] 4 IR 204', '[2007] 4 IR 47', '[2009] IEHC 354', '[2015] IESC 63', '[1986] IR 642']","['Immigration Act 1999', 'European Convention', 'Directive 2004/38/EC', 'Immigration Act 2004', 'Persons) Regulations', 'Directive 2004/38', 'Citizenship Directive', '1999 Act', 'European Communities (Free Movement of Persons) Regulations 2015', 'International Protection Act 2015', 'Art.8 ECHR', 's5(1) Immigration Act 2004', 'Council Directive 2004/83', 'Convention', 'Constitution  23', 'Planning Acts 2010', 'Planning and Development Act', 'Development (Amended) Act 2010', 'Refugee Act 1996']",2021_IESC_32
"['[2017] IEHC 527', '[2019] IEHC 412', '[2019] IEHC 411', '[1993] 1 IR 39', '[1986] IR 642', '[2001] IESC 16', '[1991] ILRM 465', '[2017] IESC 35', '[2010] 2 IR 701', '[2009] IEHC 279', '[1986] ILRM 593', '[1986] I.R. 377', '[2000] 2 IR 360', '[2002] 1 IR 164', '[2003] 1 IR 1', '[2008] 3 IR 663', '[1986] I.L.R.M. 593', '[61]\t The', '[1986] I.R. 733', '[2008] IEHC 306']","['Employment Permits Act 2006', '2006 Act', 'Review Decision\t 7', 'Act of 2006', 'Immigration Act 2004', '2004 Act', 'Aliens Act 1935', 'Immigration Acts 1999']",2021_IEHC_496
[],"['International Protection Act 2015', '2015 Act', 'Evidence  15']",2021_IEHC_603
"['[2019 No.', '(Case C-640/15)', '[2020] IESC 12', '[2016] ISEC 17']","['European Arrest Warrant Act', 'Act of 2003', 'Criminal Justice (Theft and Fraud Offences) Act', 'European Convention', 'ECHR', 'European Council Framework Decision', 'Framework Decision', '2003 Act']",2021_IEHC_316
"['[2020 No.', '[2020] IEHC 357', '[2009] IESC 48', '[1979] I.R. 423', '[2008] IESC 52', '[2008] 4 I.R. 480']","['European Arrest Warrant Act', 'Act of 2003', 'Council Framework Decision', 'Framework Decision', 'Criminal Justice (Theft and Fraud Offences) Act', 'Act of 2001', 'Penal Code', 'Polish Criminal Code', 'Extradition Act']",2021_IEHC_195
"['[2020 No.', '[2002] 2 I.R. 418', '[2016] IECA 217', '[2007] EWCA Civ.', '[2009] IEHC 268', '[2010] IEHC 362', '[2013] IEHC 282', '[2015] IEHC 227', '[2015] UKUT (IA/16491/2014)', '[2017] UKUT (OA/08879/2015)', '[2018] UKUT (PA/12309/2017)', '[2018] UKUT (HU/08329/2017', '[2021] IEHC 32']","['Immigration Act', 'Civil Registration Act 2004']",2021_IEHC_438
