CITATION,INSTRUMENT,Neutral Citation
"['[2011] 5 JIC 2301', '[2019] IECA 260', '[2020] IECA 353', '[2011] IECCA 22', '[2020] IECA 10', '[2014] IECA 57', '[1995] 1 ILRM 279', '[2008] IECCA 151', '[2000] 4 IR 356']","['CRIMINAL JUSTICE ACT 1993', 'Criminal Justice Act 1993', 'Misuse of Drugs Act 1977', '1977 Act']",2021_IECA_350
"['[2019 No.', '[2018] IEHC 546', '[2021] IEHC 609', '[2010] IESC 3', '[2002] 1 I.R. 164']","['EMPLOYMENT PERMITS ACT', 'Employment Permits Act 2006', 'Act of 2006', 'Employment Permits Act', 'Legal Services Regulation Act 2015']",2021_IEHC_821
"['[2008 No.', '[1996] 2 I.R. 459', '[2021] IEHC 138', '[2017] IECA 178']",[],2021_IEHC_820
"['[1984] I.R. 151', '[2012] IESC 50', '[1996] 2 IR 459', '[2011] IEHC 11', '[2016] IECA 206', '[2004] IEHC 99', '[2002] 3 I.R. 510', '[2015] IECA 80', 'early 2016.']",[],2021_IEHC_772
"['[2020 No.', '[2021] IEHC 369', '[2021] 5 JIC 3102', '[2021] IEHC 612', 'question  58', '[1990] ECR I-04135', '[1995] ECR I-04921', '(2017) \t  (x)', '[1991] 1 I.R. 99', '[1998] 2 I.R. 162', '[2009] IEHC 346', '[2010] 4 I.R. 113', '[2014] IEHC 400', '[2014] 7 JIC 2503', '[2015] 7 JIC 0708', '[2017] IESC 60', '[2017] 7 JIC 2706', '[2019] IEHC 384', '[2019] 5 JIC 3004', '[2019] 9 JIC 2002', '[2020] IECA 268', '[2020] 10 JIC 0202', '[2021] IEHC 58', '[2021] 1 JIC 2803']","['PLANNING AND DEVELOPMENT ACT 2000', 'Planning and Development Act 2000', '2000 Act', 'Dublin Development Plan 2016', 'EIA directive 2011/92', 'Local Government Act 2001', 'Residential Tenancies Act 2016', 'SEA Directive 2001/42', 'SEA Directive', 'Planning and Development Act', 'Directive 2001/42', 'directive 85/337/EEC', 'EIA Directive', 'CJEU', 'Urban Development and Building Height Guidelines', 'Urban Development and Building Height Guidelines for Planning Authorities, December', 'Directive 2001/42/EC', 'Council Directive 85/337', 'Directive 92/43/EEC', 'Directive 2011/92', 'Directive 2014/52', 'Espoo Convention', 'UN/ECE Convention', 'Aarhus Convention', 'Planning and Development Regulations 2001', 'European Communities (Environmental Assessment of Certain Plans and Programmes) Regulations 2004', 'Strategic Environmental Assessment) Regulations 2004', 'Amendment) Regulations 2011', 'Dublin City Development Plan 2016', 'Urban Development and Building Heights Guidelines for Planning Authorities (December 2018']",2021_IEHC_733
['[2018 No.'],[],2021_IEHC_764
"['[2019]\xa02\xa0I.R.\xa0363', '[1930]\xa01\xa0K.B.\xa0588', '[1997]\xa03\xa0I.R.\xa0592', '[2014] IESC 32—was', '[1998]\xa02\xa0I.R.\xa0540', '[2007]\xa0IEHC\xa0365', '[2008]\xa0IEHC\xa0132', '[2009]\xa0IEHC\xa0457', '[2010]\xa02\xa0I.R. 581', '[2021]\xa0IEHC\xa0163', '[2011]\xa0IEHC\xa011', '[2011]\xa0IESC\xa024', '[2011]\xa03\xa0I.R.\xa0278', '[2002]\xa0ICR\xa0112', '[2019]\xa0IESC\xa057', '[2020]\xa01\xa0I.R.\xa0211']","['Companies Act\xa02014', 'Companies Act 2014', 'Companies Act 1990']",2021_IEHC_713
"['[2021] IEHC 164', '[2021] 3 JIC 1608', '[2021] IEHC 11', '[2020] 1 JIC 0401', '[2017] IEHC 653', '[2017] 10 JIC 2504']",['Legal Services Regulation Act 2015'],2021_IEHC_744
"['[2020]\xa0IESC\xa057', '[2021]\xa02\xa0I.L.R.M.\xa081', '[2019]\xa0IESC\xa040', '[2001]\xa0IEHC\xa035', '[2001]\xa03\xa0I.R. 43']","['FREEDOM OF INFORMATION ACT 2014', 'Freedom of Information Act 2014', 'FOI Act 2014', 'Act 2014', 'Freedom of Information Act 1997', 'Act of 2014', '1997 Act', 'Act of 1997', 'Interpretation Act 2005', 'Freedom of Information (Amendment) Act 2003', 'Legal Services Regulation Act 2015']",2021_IEHC_752
"['[2015] 4 IR 144', '[2014] IEHC 625', '[2009] IEHC 353', '[2008] IESC 25']","['International Protection Act 2015', '2015 Act']",2021_IEHC_841
"['[2021] IEHC 696', '[2015] 1 IR 185', '[2021] IEHC 645', '[1968] IR 11', '[2017] IEHC 47', '[2007] 2 IR 194', '[2020] IEHC 238', '[2012] IEHC 70', '[1907] 2 Ch.', '[1968] I.R. 11', '[2019] IEHC 604', '[2008] 3 IR 387', '(1890) 18 Ch.']","['Legal Services Regulation Act 2015', '2015 Act']",2021_IEHC_791
['[2020] IECA 183'],"['Legal Services Regulation Act 2015', '2015 Act']",2021_IEHC_800
"['[1995] 1 ILRM 279', 'Decision  17']","['Firearms Act 1964', 'Criminal Justice Act 1993']",2021_IECA_326
"['[2020 552 JR]', '[2008] 3 IR 476', '[1999] I.N.L.R. 473', '[1999] I.N.L.R. 7', '[2005] IEHC 182', '[2015] 4 IR 144']","['International Protection Act 2015', '2015 Act', 'Refugee Act 1996', 'EASO 2017', 'International Religious Freedom Act', '2017 EASO']",2021_IEHC_787
[],[],2021_IEHC_768
"['[2015 2214P] BETWEEN', '[1996] 2 I.R. 459', '[2016] IECA 206', '[2018] IEHC 7', '[2020] IECA 111']",[],2021_IEHC_763
"['[2021 No.', '[2008] IEHC 53', '[2009] IEHC 159', '[2013] EWCA Crim 1', '[2016] IEHC 485', '(Case C-479/21 PPU)']","['European Arrest Warrant Act', 'Act of 2003', 'European Council Framework Decision', 'Framework Decision', 'Child Trafficking and Pornography Act', 'Offences Against The Person Act', 'Misuse of Drugs Act', 'Act of 2003 17', 'Criminal Justice and Immigration Act']",2021_IEHC_831
"['[2020] IEHC 225', '[2014] IEHC 400', '[2018] IESC 31', '[2007] IEHC 296', '[1950] I.R. 142', '[2017] IEHC 7', '[2019] IEHC 84', '[2011] EWHC 606', '[2015] EWHC 1078.', '[2015] EWHC 776', '[2011] 1 I.R. 729', '[2020] IECA 89', '[2020] IEHC 122', '[2019] IEHC 352', '[2011] EWHC 606 (Admin)', '[2015] EWHC 776 (Admin)', '[2012] EWHC 344 (Admin)', '[1993] 1 I.R. 39', '[2001] 1 I.R. 565', '[2015] IEHC 18', '[2015] IEHC 606', '[2019] IEHC 929', '(Case C-567/10)', '[2017] IEHC 384', '[2004] 1 I.R. 298']","['National Planning Framework 2040', 'Directive 2001/42/EC', 'SEA Directive', 'Council Directive 92/43/EEC', 'Habitats Directive', 'Certain Plans and Programmes) Regulations 2004', 'Amendment) Regulations 2011', 'SEA Regulations', 'Natural Habitats) Regulations 2011', 'Habitats Regulations', 'Planning and Development Act 2000', 'Natura 2000', 'Project Ireland 2040', 'EU Habitats Directive', 'Birds and Habitats Regulations 2011', 'Habitats Directive', 'National Planning Framework', 'Birds and Natural Habitats Regulations 2011', 'Birds and Habitats Regulations', 'Habitat Regulations', 'EU Water Framework Directive', 'Implementation of Directive 2001/42', 'Irish Constitution', 'Interpretation Act 2015', 'EIA Directive', 'E.I.A. Directive', 'Seveso III Directive', 'Directives 79/409/EEC', 'Healthy Ireland Implementation Plan 2016', 'Climate Action Plan 2021']",2021_IECA_317
"['[2014] IESC 56', '[2018] IEHC 285', '[2020] IECA 101', '[2008] IESC 13', '[2015] IEHC 405', '[2020] IEHC 252', '[2019] IEHC 303', '[2018] IEHC 44', '[2020] IEHC 385']","['Road Traffic Act 1961', 'Children Act 2001', 'Children Act']",2021_IEHC_759
"['[2021 No.', '[2016] IEHC 82', '[2020] IESC 12']","['European Arrest Warrant Act', 'Act of 2003', 'European Council Framework Decision', 'Framework Decision', 'French Code', 'Act of 2003 14', 'Finance Act', 'Tobacco Products) Act', 'Customs Consolidation Act', 'Act of 2003 25', 'European Convention', '2003 Act', 'ECHR']",2021_IEHC_827
"['[1989] I.R. 210', '[1946] N.I. 35', '[2001] IESC 49', '[2010] 1 I.R. 801', '[2021] IEHC 485', '[2021] IEHC 262', '[2021] IEHC 420', '[1982] I.L.R.M. 421', '[1995] 2 I.R. 217', '[2003] 4 I.R. 510', '[1956] A.C. 14', '[2021] IEHC 118', '[2015] IEHC 557', '[1943] I.R. 16']","['TAXES CONSOLIDATION ACT 1997', 'Taxes Consolidation Act', 'Valuation Act 1988', 'Act of 1988', '2019 Act', 'Courts of Justice Act 1947', 'Income Tax Act 1967', 'Summary Jurisdiction Act 1857', 'Interpretation Act 2005']",2021_IEHC_780
"['[2021 5729 P]', '[2019] IESC 65', '[2006] 17 ELR 137', '[2007] IEHC 386', '[2021] IECA 37', '[2014] IEHC 146', '[2008] IESC 14', '[2006] IEHC 358']","['2020 Constitution', '2014 Constitution', 'Medical Society Constitution (MPCMS)', 'MPCMS Membership Rules']",2021_IEHC_850
"['[2019] IEHC 892', '[2018] IEHC 209', '[2018] IEHC 225', '[2018] IEHC 366', '[2018] IEHC 433', '[2018] IEHC 704', '(1856) 6 E&B 327', '[2019] IEHC 734', '[2019] IEHC 783', '[2020] IESC 62', '[2018] EWHC 2665', '[2021] IESC 75', '[1957] 2 QB 55', '[2017 IESC 17', '[2008] 2 IR 514', '[2012] IEHC 603', '[2014] IESC 57', '[2012] 1 AC 531', '[2018] IECA 370', '[2020] IECA 132', '[2021] IECA 93', '(1883) 23 Ch.', '[1998] 1 IR 8)', '[1986] Ch.', '[1994] 1 ILRM 387', '[1989] BCLC 626', '[1930] IR 471', '[2017] IESC 6', '[2017] 2 IR 196', '[1901] AC 1', '[1970] Ch.', '(1895) 29 ILT 597', '[1990] 2 IR 17', '[1935] 2 KB 113', '[1989] BCLC 100', '[2011] IEHC 170', '[1950] IR 123', '[1946] AC 459', '[2012] IEHC 236', '[1986] 1 Ch.', '[1924] 1 KB 775', '[1927] 1 KB 246', '(1875) LR 7 HL 869', '[2007] IEHC 144', '[2007] 4 IR 277', '[2005] IEHC 111', '[2016] IEHC 697', '[2015] IESC 103', '[2015] 4 IR 535', '[2017] IECA 163', '[2011] IEHC 117', '[2011] 3 IR 615', '[2018] IESC 33', '[2019] 1 IR 417', '15 Rule 9 RSC)', '[2020] IECA 28', '[2017] IEHC 319', '[2018] IECA 113', '[2019] IESC 74', '[2015] IESC 88']","['Trustee Act 1893', 'Conveyancing Law Reform Act 2009', 'Companies Act 2014', 'Companies Act', 'Code of Conduct of the', 'Companies Code', '1905 Rules', 'Judicature Acts', 'Companies Act 1963', 'Legal Services Regulation Act 2015', '2015 Act', '2014 Act']",2021_IECA_337
"['[2021 No.', '(Case C-489/19 PPU)', '(Case C-625/19 PPU)', '[2011] 1 I.R. 384', '[2020] IEHC 344', '[2012] IESC 16', '[2014] IEHC 132', '[2021] IECA 219', '[2020] IESC 12']","['European Arrest Warrant Act', 'Act of 2003', 'European Council Framework Decision', 'Framework Decision', 'Criminal Justice (Theft and Fraud Offences) Act', 'European Convention', 'ECHR', 'Council Framework Decision 2002/584', 'Council Framework Decision 2009/299/JHA', 'Framework Decision 2002/584', 'Act of 2003 30', 'Act of 2003:-', 'Act of 2003 51', 'Austrian Criminal Code']",2021_IEHC_846
"['[2020 No.', '[2012]3 IR 297', '[2018] IECA 76', '[2017] IEHC 403']","['Immigration Act', 'Appeal Decision']",2021_IEHC_755
"['[2016 5411 P]', '[2017] 2 IR 714', '[2008] EWCA Civ 130', '[1971] 1 I.R. 269', '[2012] 1 IR 114']","['Defamation Act', '2009 Act']",2021_IEHC_743
"['[2020]\xa0IEHC\xa0329', '[2021]\xa0IEHC\xa0344', '[2015]\xa0IECA\xa0155', '[2015]\xa01\xa0I.R.\xa0707']","['Legal Services Regulation Act 2015', 'Statute of Limitations)', 'Hague Convention']",2021_IEHC_714
"['[2011] IEHC 488', '[2005] ECR 1', '[1984] IR 340', ', 2013) 540']","['Protected Disclosures Act 2014', '2014 Act', 'Interpretation Act 2005', 'Unfair Dismissals Act 1977', '1977 Act', 'Public Interest Disclosure Act 1998', 'Employment Rights Act 1996', 'Enterprise and Regulatory Reform Act 2013']",2021_IESC_77
[],['Prison Rules 2007'],2021_IEHC_715
"['[2021 No.', '[2020] IESC 12']","['European Arrest Warrant Act', 'Act of 2003', 'European Council Framework Decision', 'Framework Decision', 'Criminal Justice (Theft and Fraud Offences) Act', 'Criminal Justice (Public Order) Act', 'Criminal Justice Act', 'European Convention', 'ECHR']",2021_IEHC_847
"['[2010] IEHC 367', '[2009] IEHC 353']","['Decision’)', 'International Protection Act 2015', '2015 Act', 'Decision).']",2021_IEHC_797
"['[2020] IEHC 172', '[2021] IEHC 67', '[2021] IECA 3', '[2005] IEHC 402']",['Statute of Limitations'],2021_IEHC_778
"['[2021 No.', '[2014] 1 IR 1', '[2020] IEHC 693:-', '[2020] IECA 121']","['2015 Act', 'Legal Services Regulation Act']",2021_IEHC_810
"['[2021] IECA 204', '(App.', '[2020] IESCDET 136']","['European Convention', 'EU Charter', 'Legal Services Regulation Act 2015']",2021_IECA_336
"['2021 18', '[2013] 4 IR 274', '[2017] IESC 52', '[2021] IEHC 29', '[2018] 1 IR 246', '[1987] IR 601']","['Directive 2013/33', 'International Protection Act 2015', 'European Communities (Reception Conditions) Regulations 2018', 'Reception Conditions Regulations', 'Reception Conditions Directive', 'EU Directive 2013/33', '‘Reception Conditions Directive', 'Receptions Conditions Directive', 'European Communities (Reception Conditions) (Amendment) Regulations', 'Amending Regulations', 'Dublin Regulation', 'Directive 2013/32', 'Dublin III Regulation', '2018 Regulations', '2018 Reception Conditions Regulations']",2021_IEHC_806
[],[],2021_IEHC_739
"['[2020 702 JR] IN', '[2020] IESC 44', '[2013] 2 IR 555', '[2015] IEHC 441', '[2018] 1 ILRM 36', '[2015] IEHC 404', '[2015] IEHC 528', '[2019] IEHC 269', '[2015] 1 I.R. 561']","['International Protection Act', '2015 Act', 'International Protection Act 2015', 'Refugee Act', '1996 Act', 'Refugee Act 1996']",2021_IEHC_781
"['[2018] IEHC 361', '[2015] IEHC 27', '[1999] 1 All ER (Comm) 672', '[2018] EWCA Civ 355', '[2018] 1 WLR 3529', '[1992] 1 IR 210', '[2013] IESC 17', '[2017] IESC 50', '[2017] 3 IR 707', '(1889) 14 App Cas 337', '[1988] Ch 390', '[2017] IESC 17', '[2017] 3 IR 209', '[2019] IEHC 151', '[2019] 3 IR 722', '[2010] IEHC 218', '[2010] 4 IR 653', '[2011] IEHC 108', '[1977] IR 317', '[2020] IESC 37', '[2021] 1 ILRM 1', '[2001] 3 IR 365', '[2020] IECA 289', '[2021] IESC 24']","['Children’s Investment Fund Foundation', '(UK) Misrepresentation Act 1967', 'Sale of Goods and Supply of Services Act 1980', 'Civil Liability Act 1961', '1961 Act', 'Special Liquidators of IBRC', 'Companies Act 1990', 'Courts Act', 'IBRC Settlement Agreement.']",2021_IECA_316
['[2021 No.'],"['European Arrest Warrant Act', 'Act of 2003', 'European Council Framework Decision', 'Framework Decision', 'Forcible Entry and Occupation Act', 'European Convention', 'ECHR', 'United Nations’ Standard Minimum Rules', 'European Prison Rules']",2021_IEHC_830
"['[1998] 1 I.R. 62', '[1987] I.R. 601', '(1943) 77 I.L.T.R. 195', '[1986] I.R. 781', '[1975] I.R. 315', '[1975] I.R. 313', '[1999] 4 I.R. 18', '[1910] 2 I.R. 306', '[2019] IEHC 16', '[2013] 4 I.R. 274', '[2007] 1 I.R. 328', '[2011] IEHC 51', '[2017] IESC 10']","['Disability Act 2005', 'Act of 2005', 'Courts of Justice Act 1947', 'Act of 1947', 'Income Tax Act', 'Act of 2014', 'Courts (Supplemental Provisions) Act 1961', 'Act of 1961', 'Courts of Justice Act 1936', 'Act of 1936', 'Criminal Procedure Act 1967', 'Criminal Justice (Theft and Fraud Offences) Act 2001', 'Summary Jurisdiction Act 1857', 'Planning and Development Act 2000']",2021_IESC_82
"['[2019] IEHC 284', '[2020] IECA 187', '[1996] 2 All E.R. 302', '[2020] IESC 30', '[2010] IEHC 427']","['International Protection Act', '2015 Act', 'International Protection Act 2015', 's.18(d) Interpretation Act', 'Adoption Act 1976', 'Adoption Acts 1952', 'Status of Children Act 1987', 's.18(d) Interpretation Act 2005', 'Hague Convention', 'Interpretation Act 2005', 'Act of 2015', '1996 Act', '2013 Regulations', 'Act of 1996', 'Interpretation Act']",2021_IEHC_774
"['[2014] IESC 40', '[2014] 1 I.R. 1']","['ECHR Act 2003', 'RSC 1986', 's.169 Legal Services Regulation Act', '2015 Act']",2021_IESC_78
"['[2015] IESC 29', '[2016] 1 I.R. 1', '[2018] IESC 24', '[2018] 2 I.R. 542', '(1813) 1 M. & S. 593', '(1832) 3 B. & Ad.', '[1942] I.R. 37', '[1942] I.R. 86', '(1834) 5 B. & Ad.', '[2012] IEHC 364', '[2012] 2 I.R. 704', '[2016] 1 I.R. 180', '[2006] IEHC 328', '[2007] 2 I.R. 361', '[2017] IESC 63', '[2017] 2 I.L.R.M 369', '363 U.S. 603', '[1986] I.R. 299', '(1775) 1 Cowp 341', '[1998] 1 F.C. 549', '[1995] H.C.A. 25', '[1995] 132 A.L.R. 133']","['Social Welfare Consolidation Act 2005', 'Act of 2005', 'Employment Permits Act 2003', 'Act of 2003', 'Employment Permits Act 2006', 'Employment Permits (Amendment) Act 2014', 'Immigration Act 2004', 'Act of 2004', 'Employment Permits Act', 'Maternity Protection Act 1994', 'Labour Services Act 1987', 'Social Welfare Consolidation Act 1981', 'Act of 1981', 'Labour Services Act', '1981 Act', 'National Minimum Wage Act 2000', 'Act of 2014', 'Unfair Dismissals Act 1977', 'Unfair Dismissal (Amendment) Act 1993', ""Employers' Insolvency) Act 1984"", 'Protection of Employees (Employers’ Insolvency) Act 1984', 'US Constitution', ') Act', 'Land and Conveyancing Law Reform Act 2009', 'Social Welfare Code', 'Companies Act 1963', 'Acts of 2003']",2021_IESC_81
"['[2021] IEHC 16', '2021 6', '[2018] IEHC 185', '[2011] IEHC 25', '[2010] 1 WLR 1057', '[2018] IECA 63', '[2021] IEHC 647', '[2010] 2 IR 397', '[2001] ECR I-4591', '[2000] 2 IR 514', 'Case Law 28', '(2012) 670 Final)']","['Water Framework Directive', 'Directive 2000/60', 'Directive 2001/82', 'Council Directive 85/337', 'EIA Directive', 'National Provisions/', 'European Communities (Water Policy) Regulations 2003', 'Water Policy) Regulations 2014']",2021_IEHC_777
"['[2018] IEHC 340', '[2016] IEHC 329', '[2017] IECA 164', '[2002] 1 I.R. 84', '2007 IEHC 4', '[2007] 2 I.R. 696', '[1831] 1 B. & Ad.', '[2010] IEHC 55', '[2010] 4 I.R. 253', '[2007] IEHC 190', '[1999] IEHC 14', '[1992] 1 IR 425', '[1993] I.L.R.M. 710', '[2016] IESC 9', '[2019] IECA 218', '[2017] IESC 20', '[2017] 1 I.R. 355', '[1996] I.L.R.M. 171', '[2015] IESC 88', '[1999] 1 I.R. 249', '[1982] A.C. 529', '[1981] 3 All E.R. 727', '[1981] 1 I.R. 306', '1908 1 K.B. 761', '1974 I.R. 462', '[1975] CH 146', '[1992] 1 I.R. 425', '(1970) 23', '[2012] IEHC 374', '[2012] 2 I.R. 694']","['Civil Liability Act', 'Civil Liability Act 1961', 'Defamation Act', 'Broadcasting Act 2009', '2009 Act', 'European Convention', 'Equal Status Act', 'Broadcasting Act', 'Lis Pendens Act 1867', 'Current Legal Problems 23', 'Civil Liability and Courts Act 2004', 'Defamation Act 2009']",2021_IEHC_798
['2021 1'],[],2021_IEHC_809
"['[2004] 1 IR 512', '[2013] 3 IR 406', '[2020] IEHC 105', '[2011] IEHC 438', '[2014] IEHC 284', '[2018] IECA 352', '24 59']","['Companies Act', 'Registration of Title Act', '1964 Act']",2021_IEHC_761
"['[2019] IESC 84', '[2001] 4 IR 607', '[2003] 4 IR 1', '[2009] IEHC 512', '[2013] IEHC 387']",['Statute of Frauds'],2021_IEHC_741
"['[2020 No.', '[2006] 1 IR 216', '2 6', '3  7', '[2001] 4 IR 627', '[1998] 1 IR 203', '[1998] 1 I.R. 203', '[2001] 3 I.R. 321', '[2001] 4 I.R. 627', '[1981] IR 23', '[2011] 4 IR 486 62', '[2011] 4 IR 486', '[1985] Q.B. 67', '[1990] 155 J.B. 343', '[1968] 1 Q.B. 72', '(1989) 153 J.B. 658', '[1990] 1 W.L.R. 719', '[998] 1 All E.R. 344', '[2004] EWHC 2729 (Admin)', '[2006] EWHC 196 (Admin)', '[2009] EWCA Civ.', '[2016] 4 W.L.R. 157', '[2019] IEHC 273', '[2020] 2 IR 385', '[2013] IESC 34', '[2013] 2 IR 669', '[2010] IESC 3', '[2010] 2 I.R. 701', '[2012] IESC 26']","['Coroner’s Act 1962', '1962 Act', 'Coroner’s Act', 'Local Government Planning and Development Act', 'Planning Act']",2021_IEHC_794
"['[1975] IR 341', '[2021] IECA 19', '[2015] IESC 61', '[1973] IR 295', '[2008] IESC 24', '[2007] IEHC 243', '[2011] IESC 27', '[2015] IESC 13', '[2015] 2 I.R. 509', '[2020] IESC 2', '[2020] IEHC 178', '[2021] IESC 24']","['Protected Disclosures Act 2014', '2014 Act', 'Civil Service Disciplinary Code', 'Workplace Relations Act 2015', '2015 Act', 'Act of 2014', 'Unfair Dismissals Act 1977', 'Act of 2012', 'Act of 2012.', 'Act of 1946', 'Act of 1990', 'Constitution.', 'Courts of Justice Act 1936', 'Courts ( Supplemental provisions) Act 1961', 'Residential Tenancies Act 2004', '2004 Act', 'Freedom of Information Act 1997', 'Court (Supplemental Provisions) Act 1961', 'Act of 2004', 'Equal Status Act 2000', 'European Convention', 'Convention', 'EU Charter', 'ECHR', 'UK Employment Tribunals Act 1996', 'EU Directive']",2021_IECA_335
"['[2001] 2 IR 458', '[1994] 2 IR 537', '[1981] IR 395', '[2015] IESC 31', '[2012] IESC 59', '[1997] 1 IR 132', '[2012] IESC 24', '[1965] IR 142', '[2005] IEHC 361', '[2012] IEHC 350', '[2004] 1 IR 103', '[1977] I.R. 267', '[2007] IEHC 487']","['Solicitors (Amendment) Act 1960', 'Solicitors Act 1954', 'Solicitors (Amendment) Act 1994', 'Solicitors Accounts Regulations 2014', 'Principal Act', '1994 Act', '2002 Act', '1954 Act', 'Act of 1994', 'Solicitors Accounts Regulations', 'Criminal Injuries Compensation Tribunal']",2021_IEHC_782
