CITATION,INSTRUMENT,Neutral Citation
"['[2001] 4 IR 600', '[2008] 3 IR 253', '[2011] IEHC 4', '[2011] IESC 31', '[2014] IESC 25', '[2021] IEHC 272', '[2019] IEHC 407', '[2012] IEHC 81']","['COMPANIES ACT 2014', 'Companies Act 2014', 'US Bankruptcy Code', 'Act 9', 'Guaranteed Unsecured Note Indenture Trustee.', 'Irish law test', 'Acthar Submission 24', 'Act of 1990', 'Federal/State Acthar Settlement Agreements', 'Bankruptcy Code', 'Companies (Amendment) Act 1990']",2022_IEHC_270
"['[1948] IR 95', '[2017] IESC 41', '(1962) ILT & SJ 123', '(1963) 219', '[2006] IESC 9', '[2006] 3 I.R. 238', '[2001] 3 IR 127', '[2005] 1 IR 242', '[2005] IEHC 134']","['Road Traffic Act 1961', 'Road Traffic (No.', ') Act 2011']",2022_IECA_82
"['[2019] IESC 85', '(1983) Cr.', 'Decision 30']","['Criminal Damage Act', 'Firearms and Offensive Weapons Act']",2022_IECA_94
"['[2018 No.', '593 J.R.] IN', '37 Question 3', '41 Question 4', '[2021] IEHC 203', '[2021] IEHC 629', '[2007] IEHC 86', '[2010] IEHC 454', '[2012] IEHC 309', '[2015] IEHC 248', '[2018] IEHC 473', '[2019] IEHC 890', '[2020] IEHC 177', '[2020] IEHC 151', '[2020] IEHC 601', '[2021] IEHC 700', '[2006] IEHC 102', '[2007] 4 IR 112', '[2006] IEHC 250', '[2008] IEHC 2', '[2015] IEHC 205', '[2015] IEHC 493', '[2016] IEHC 646', '[2020] IEHC 218', '[2020] IEHC 429', '[2021] IEHC 146', '[2021] IEHC 636', '[2017] IESC DET 134', '[2017] IESC 73', '[2017] 3 IR 812', '[2018] IESCDET 61', '[2015] IEHC 484', '[2021] IESC 42', '[2021] IEHC 593', '[2015] IEHC 393']","['PLANNING AND DEVELOPMENT ACT 2000', '2000 Act', 'Planning and Development Act']",2022_IEHC_231
"['[2003]\xa0IESC\xa066', '[2003]\xa04\xa0I.R.\xa0459', '[2021]\xa0IECA\xa0139', '[2001]\xa0IESC\xa062', '[2002]\xa04\xa0I.R. 101']",['Legal Services Regulation Act 2015'],2022_IEHC_134
"['(1974) 108 I.L.T.R. 97', '(App.', '[2012] IEHC 376', '[2012] 1 I.R. 805', '[2007] IEHC 348', '(1996) 22 EHRR 123', '[1974] 108 ILTR 97', '[2009] IESC 81', '[2010] 2 I.R. 199', '[2009] IESC 71', '[2010] 1 I.R. 635', '[2017] IEHC 651', '[2018] 1 I.R. 734', '(ELF)', '[2020] NICA 35', '[2012] IESC 11', '[2012] 2 I.R. 266', '[2000] 2 I.R. 243', '[2003] 4 I.R. 343', '[2019] IECA 212']","['Criminal Procedure (Miscellaneous Provisions) Act 1997', '1997 Act', 'Criminal Law Act 1997', 'Criminal Justice Act 2006', 'Criminal Justice (Miscellaneous Provisions) Act 1997', 'European Convention', 'Human Rights Act 2003', 'Convention', '2003 Act', 'Act of 1997', 'Act of 2003', 'Human Rights 1950', 'Contempt of Court Act 1981', 'Criminal Act 2006', 'Offences Against the State Act 1939', 'Criminal Justice (Miscellaneous Provisions) Act']",2022_IECA_98
"['[2014] IESC 48', '[2015] 1 I.R. 516', '[2011] IEHC 367', '[2021] IEHC 116', '[2015] IECA 126', '[1997] ELR 107', '[2015] IEHC 29', '[1978] IR 138', '[2011] IEHC 439', '[2013] IEHC 182', '[2012] 2 IR 318', '[2015] 1 IR 516', '[2006] IEHC 323', '[2001] 3 I.R. 439', '[2015] 2 IR 616']","['FINANCIAL SERVICES AND PENSIONS OMBUDSMAN ACT 2017', 'Financial Services and Pensions Ombudsman Act 2017', 'Act of 2017', 'Consumer Protection Code', 'Code', 'Code.', 'Consumer Protection Code 2006', 'Current Code', 'Freedom of Information Act', 'Central Bank Act 1942']",2022_IECA_77
"['[2019] IESC 28', '[2005] IESC 89', '[2018] IEHC 379', '[2020] IECA 167', '[2019] IEHC 651', '[2021] IECA 248', '[2019] 1 I.R. 385']","['Directive 93/13', 'Consumer Contracts) Regulations', 'Irish Regulations', 'Consumer Credit (Exempt Agreements) Order 2007', 'European Communities (Capital Adequacy of Investment Firms) Regulations', 'Register of Title Act', '2020 Act']",2022_IEHC_246
"['[2016] IECA 273', '(1987) 37 D.L.R. (4th) 685', '[2001] 4 I.R. 463', '[2011] 1 I.R. 47', '[2022] IEHC 17', '[2008] 1 I.R. 134', '[1994] 1 I.R. 305', '[1995] 1 I.R. 321', '[2002] 3 I.R. 334', '[2012] IEHC 461', '[2015] IESC 1', '[2009] IEHC 408', '[2010] 2 I.R. 118', '[2002] 2 A.C. 1']","['Family Law Act', 'Family Law (Divorce) Act', '1996 Act', 'Family Law (Maintenance of Spouses and Children) Act', 'Judicial Separation and Family Law Reform Act', 'Act of 1989', 'Act of 1996', 'Matrimonial Homes Bill 1993', '1989 Act', 'Divorce) Act', 'Lisbon Treaty', 'European Convention', 'Convention']",2022_IEHC_211
"['[1999]\xa0IESC\xa076', '[2000]\xa01\xa0I.R.\xa0345', '[1967]\xa0I.R.\xa0323', '[2016]\xa0IECA\xa0243', '[2002]\xa02\xa0I.L.R.M.\xa022', '[2015]\xa0IECA\xa0249', '[2002]\xa0IESC\xa069', '[2002]\xa04\xa0I.R.\xa0409', '[2008]\xa0IEHC\xa052', '[1997]\xa0IEHC\xa074', '[2017]\xa0IEHC\xa0285', '[2022]\xa0IEHC\xa04', '[2013]\xa0IEHC\xa0439', '[1996] 2\xa0I.L.R.M.\xa0216']","['Construction) Regulations 2013', 'Civil Liability Act 1961', 'Legal Services Regulation Act 2015']",2022_IEHC_207
"['[2013]\xa0IESC\xa01', '[2013]\xa01\xa0I.R.\xa0247', '[2021]\xa0IEHC\xa0133', '[2021]\xa0IEHC\xa0173']","['FINANCIAL SERVICES AND PENSIONS OMBUDSMAN ACT 2017', 'Financial Services and Pensions Ombudsman Act 2017', '2017 Act', 'Legal Services Regulation Act 2015', 'Order\xa0124']",2022_IEHC_133
"['[2010] 3 IR 1', '[1989] IR 647', '[1995] 2 ILRM 493', '[2012] IEHC 360', '[2014] 1 IR 642', '[1904] 1 KB 94', '[1908] 2 KB 684', '[1883] 25 Ch.', '[1996] 1 IR 12', '[2020] IECA 49', '[2022] IESC 3', '[2013] IEHC 539', '[2016] IEHC 732', '[2020] IECA 182', '[1962] IR 364']","['Bankruptcy Act 1988', 'Debtors (Ireland) Act 1840', 'Act of 1988', 'Superior Courts 1986', 'Bankruptcy Act 1883', '1883 Act', 'Bankruptcy Act 1869', 'Companies Act 2014', 'Bankruptcy Code', '1988 Act']",2022_IEHC_236
['[2021] IECA 280'],[],2022_IECA_93
"['(1843) 3 Hare 100', '[2010] 2 I.R. 118', '[1996] 1 W.L.R. 257', '[2014] A.C. 160', '[2002] 2 AC 1', '[1983] 1 AC 146', '[1991] 2 AC 93', '[2003] 4 I.R. 302', '[2003] 1 I.R. 309', '[1996] judgment']","['Succession Act', 'Companies Act', 'European Convention']",2022_IECA_101
"['[2021 No.', '[2015] IEHC 405', '[2020] IECA 101']","['Person Act 1997', 'Criminal Justice (Public Order) Act 1994', 'Criminal Justice Act 1999', 'Children Act 2001', '2001 Act', 'Criminal Justice Act 2006']",2022_IECA_85
"['(Case C-227/01)', '[2014] IEHC 632', '[2017] IEHC 308', '[2005] IEHC 408', '[2018] 1 IR 189', '[2008] IEHC 291', '[2015] IEHC 838', '[2018]    IESC 1', '[2010] IEHC 255', '[2017] 2 IR 658', '[1983] IR 319', '[2007] IEHC 242', '[2019] IEHC 825']","['Record No.', 'Planning and Development Act 2000', '2000 Act', '1930 Act', 'National Monuments Act 1930', 'Planning and Development Regulations 2001', 'National Monuments Act', 'EIA Directive', 'Habitats Directive', 'Waste Management Act']",2022_IEHC_220
"['[2020 98 CA]', '[2020] IESC 3', '[2003] IESC 51', '[2003] 3 I.R. 539', '[2013] IESC 16', '[2013] 1 I.R. 227', '[2013] IESC 39']",['Legal Services Regulation Act 2015'],2022_IEHC_200
"['[2004] IESC 98', '[2012] IESC 50', '[2020] IESC 67', '[1996] 2 I.R. 259', '[2015] IECA 74', '[2021] IECA 287', '[2002] 3 I.R. 510', '[2017] 2 I.L.R.M. 168', '[2014] IEHC 367', '[2004] 2 I.L.R.M. 321', '[2019] IECA 43', '[2022] IEHC 94', '[2002] 3 IR 510', '[2015] IECA 27', '[2020] IEHC 46', '[2021] IEHC 39', '[1999] IESC 54', '[2016] IECA 206', '[2013] IESC 6', '[2016] IECA 163']","['Unfair Dismissals Act 1977', 'Unfair Dismissals Acts 1977', '2003 Act', 'Protection of Employees (Fixed Term Work) Act']",2022_IEHC_216
"['[1981] I.R. 275', '[2021] IEHC 273', '[2000] 2 I.R. 321', '[2016] IEHC 302', '[2016] 2 I.R. 224', '[1962] I.R. 1', '[1984] I.R. 277', '[1990] ILRM 461', '[1999] 3 I.R. 1', '[2019] IESC 11', '[2020] 1 I.R. 1', '[2019] IESC 12', '[2020] 1 I.R. 90', '[2015] IESC 51', '[2015] 4 I.R. 626', '[2016] IEHC 91', '[2017] IECA 223', '[2017] IEHC 827', '[2020] IECA 83']","['Environment) Regulations 2007', 'Environment) (Amendment) Regulations 2018', 'Regulations of 2018', 'AIE Regulations', 'Housing (Miscellaneous Provisions) (No.', 'AIE Directive', 'Planning and Development Bill 1999', 'AIE Directive (Directive 2003/4', 'Aarhus Convention', 'Convention', 'Environment) (Amendment) Regulations 2011', 'Environment) (Amendment) Regulations 2014', 'European Communities (Access to Information on the Environment) (Amendment) Regulations 2007', 'Directive.', 'Directive 2003/4/EC', 'Presidential Establishment Act 1938', 'Act of 1938', 'Civil Service Regulation (Amendment) Act 2005', 'Civil Service Regulation Acts 1956', 'Transport Bill 1944', 'CJEU', 'Constitution.', 'Irish Constitution', 'Directive 2003/4', 'Local Government Act 2001', 'Harbours Act 1946', 'Health Act 2004', 'European Communities (Access to Information']",2022_IESC_19
"['[2013 No.', '[1996] 2 IR 459', '[1984] IR 51', '[2010] IESC 27', '[2015] IECA 74', '[2016] IECA 206', '[2019] IECA 43', '[2021] IEHC 763', '[2005] 1 ILRM 290', '[1970] IR 27']","['Mediation Act', 'Succession Act', 'O Domhnaill test', 'European Convention', '2017 Act']",2022_IEHC_241
"['[2019] IEHC 470', '[2020] IECA 7', '[2013] IESC 49', '[2013] 4 I.R. 274', '[2017] IESC 75', '[2017] 3 I.R. 751', '[2016] IEHC 47', '[2015] IEHC 201', '[2018] IECA 76', '[2016] IEHC 811', '[2016] IEHC 762', '[2019] IECA 219', '(Case C‑348/09)', '[Case C-348/96 Calfa', '[1999] ECR I', '[2014] IEHC 624', '(2006-2016)', '(2014) 60 E.H.R.R. 17', '[2017] IEHC 215', '[2010] 2 I R 701', '[2019] IESC 75', '[2020] IESC 27', '[2010] IESC 3', '[2010] 2 I.R. 70', '[2020] IECA 246', '[2020] IECA 184', '(Case C-69/10)', '[2016] IECA 217', '2 I.R. 591', '[2011] ECR I-7151']","['2004 Citizens’ Rights Directive', 'Directive 2004\\38\\EC', 'United Nations Convention', '2006 Regulations', 'Citizens’ Rights Directive', '2015 Regulations', '2016 Regulations', '2004 Citizen’s Rights Directive', 'European Convention', 'Directive 64/221', 'Directive 2004/38', 'Amendment) Act 1990', '2004 Citizens Rights’ Directive', 'Irish Constitution', 'Citizens Directive', '2004 Citizens Rights Directive']",2022_IECA_89
"['[2020] IEHC 667', '[2014] 4 I.R. 54', '[2017] IECA 226', '[2002] AC 773', '[2020] IECA 221', '[2018] IEHC 99', '[1980] I.L.R.M. 53', '[2003] 4 I.R. 1', '[2014] IESC 44', '[2014] 1 IR 749', '[2006] IEHC 195', '[2007] 1 ILRM 203', '[2010] IESC 22']",['Consumer Credit Act'],2022_IECA_88
"['06 F.243832)', '[2019] IEHC 80', '[1985] ILRM 533', '[2017] IEHC 695', '[2004] IEHC 396', '[1986] I.R. 75', '[1991] 2 I.R. 527', '[2020] IEHC 151', '[2022] IEHC 7', '[1986] IR 75].', '[1991] 2 IR 527', '[2011] IEHC 3', '[1992] 2 IR 268', '[2010] IEHC 479', '[2001] IEHC 110', '[1951] I.R. 250', '[2020] IEHC 73', '[2019] IEHC 479', '[2009] IEHC 243']","['PLANNING AND DEVELOPMENT ACT', 'Planning and Development Act', 'Final County Development Plan 2011', 'Habitats Directive', 'Fingal Development Plan 2017', 'Fingal Development Plan 2011', 'Baldoyle Stapolin Local Area Plan 2013', 'Planning and Development 2000', 'Council’s Decision', 'Fingal Development Plans 2011', 'Planning and Development Regulations 2001', 'Case 1', 'Impugned Decision']",2022_IEHC_329
"['(1843) 2 Hare 461', '[1968] I.R. 252', '[2019] ILRM 19', '[2019] IESC 89', '[2013] IEHC 111', '[2019] IECA 210', '[2017] IEHC 439', '[2015] IECA 215', '[1993] ILRM 557', '[1999] IEHC 116', '[1996] 2 IR 459', '[2017] IECA 77', '[2019] IESC DET 6', '[2016] IESC 32', '[2020] IECA 88', '[2021] IESC DET 75', '[2005] ECHR  873', '[2005] ECHR 873', '[1968] IR 252', '[2016] IEHC 302', '(1976) I EHRR 524', '[2016] IEHC 363', '[2000] 4 IR 412', '[2020] UKSC 31']","['Companies Acts 1963', 'Directive 2009/102', 'European Convention', 'Superior Court Rules', 'State Property Act 1954', 'Bangalore Principles of Judicial Conduct 2002', 'Judicial Council Act 2019', 'Human Rights Act 2003', 'E.U. Directive 2009/102', 'Directive 89/667', 'Act of 2019', 'EU Directive 2009/102', 'ECHR', 'EEC Directive 1989/667', 'Companies Act', 'Judicial Council and Judicial Conduct Tribunal']",2022_IECA_120
"['2021 1925 P]', '[2020] IECA 18', '[2007] 2 IR 81', '[2015] IESC 103', '[2013] IESC 49', '[2012] 3 IR 222', '[2011] IEHC 265', '[2019] IESC 13', '[1967] I.R. 1', '[1996] 2 I.R. 229', '[2005] IEHC 329', '[2015] IEHC 102', '[1985] I.R. 185', '[2010] IEHC 19']","['Legal Services Regulation Act', '2015 Act', '1969 Act', 'Local Government (Sanitary Services) Act 1964', '1905 Rules']",2022_IEHC_240
"['[2021 No.', '[1997] IEHC 54', '[1999] 3 I.R. 274', '[2006] IEHC 438', '[2006] 12 JIC 1905', '[2011] EWCA Civ.', '[2022] IEHC 6', '[2022] IEHC 202']","['PLANNING AND DEVELOPMENT ACT 2000', 'TENANCIES ACT 2016', '2000 Act', '2016 Act', 'Planning and Development Act 2000', 'Planning and Development Act Regulations 2001', 'Aarhus Convention', 'Directive 2001/42/EC', 'SEA Directive', 'EIA Directive', '2011 Act', 'Council Directive 85/337', 'Directive 2003/35/EC', 'justice Council Directive 85/337/EEC', 'Council Directive', 'Directive 2001/42', 'Directive 2008/1/EC', 'Habitats Directive']",2022_IEHC_201
"['[2014] NI Master 11', '[2018] IECA 352', '[2021] IEHC 531', '[2021] IEHC 719', '[2022] IEHC 8', '[2021] IESC 26', '[2021] IEHC 719):-', '[2020] IECA 86', '[2013] IEHC 194', '[2016] IEHC 69', '[2012] IEHC 363', '[2012] IEHC 459', '[2020] IECA 87', '[2020] IEHC 18', '[2009] IEHC 141', '[2013] IEHC 294', '[2014] IEHC 284', '[2011] IEHC 438', '[2016] IEHC 752', '(Case C-415/11)', '[2020] IEHC 212', '[2019] IEHC 184']","['Land and Conveyancing Law Reform Act 2009', '2009 Act', 'Criminal Justice Theft and Fraud Offences Act 2001', 'Courts Act 1936', 'Registration of Title Act', '1964 Act', 'Conveyancing Acts 1881', 'Land and Conveyancing Law Reform Act', 'Land and Conveyancing Law Reform Act 2013', '2013 Act', 'Registration of Title Act 1964', 'Act of 1964', 'Consumer Credit Act', 'Code of Conduct on Mortgage Arrears', 'Bankers Books Evidence Act 1879', 'Bankers Books Evidence Act', 'Human\xa0Rights Act 1998', 'Human Rights Act', 'European Convention', 'Consumer Contracts Regulations', 'Unfair Contract Terms Directive', '1995 Regulations']",2022_IEHC_190
"['[1996] IEHC 60', '[2012] IESC 32', '[2015] IEHC 271', '(Case C-227/01 16', '[1999] ECR I 5091', '(Case C-142/07 25', '[2014] IEHC 632', '[2017] IEHC 308']","['Planning and Development Act 2000', 'Directives 2011/92', 'Habitats Directive', 'Directive 2011/92', 'Directive 2014/52', 'Planning and Development Act', 'Planning and Development Regulations 2001', '2001 Regulations', '2000 Act', 'Roads Act', '1993 Act', 'EIA Directive']",2022_IEHC_256
"['(2009 680 JR)', '[2013] IEHC 413', '[2012] IR 570', '[2014] IR 786', '[2015] IEHC 668', '[2019] 680JR )']","['MATTER OF DIRECTIVE 2014/25', 'Electrical Distribution Substation Framework', 'Originating Notice of Motion the Applicant', 'Remedies Regulations', 'European Communities (Award of Contracts by Utility Undertakings) Regulations 2016', 'Directive 2014/25', 'Utilities Directive', 'Council Directive 92/13', 'Directive 2007/66/EC', 'Council Directives 89/665/EEC', 'Remedies Directive', 'Substation Commissioning Framework Agreement.', 'Utilities Regulations', 'General Principles and/or Utilities Directive', 'Utilities Regulation', 'Contractor Safety Regulations', 'Electrical Distribution Framework', 'Framework.', 'Directives and Regulations']",2022_IEHC_221
"['[2012] 3 I.R. 152', '[2016] 2 I.R. 680', '[2019] IESC 65', '[2013] 4 IR 576].', '(Case c:530/11)', '[2020] IESC 42', '[2019] IECA 327', '[2016] IECA 235', '[2019] IECA 18', '[2015] IECA 27', '[2020] IECA 121', '[2020] IESC 9', '[2015] IESC 103', '[2015] 4 IR 535', '[2022] IEHC 6']","['PLANNING AND DEVELOPMENT ACT 2000', 'TENACIES ACT 2016', '2016 Act', 'Planning and Development Act 2000', 'Planning and Development Act Regulations 2001', 'Habitats Directive and/or Article 299(C)(1', 'EIA Directive', 'Habitats Directive', 'Habitats Regulations 2011', 'Aarhus Convention', 'Environmental (Miscellaneous Provisions) Act 2011', 'Superior Courts and/or Section 168', 'Legal Services Regulation Act 2015']",2022_IECA_100
"['[2021] IEHC 773', '[2020] IECA 277', '[2020] IECA 315', '[2020] IECA 183']","['Landlord and Tenant (Amendment) Act 1980', 'Legal Services Regulation Act 2015', '2015 Act']",2022_IEHC_237
"['[2010] 1 IR 635', '[2014] IEHC 435', '[1976] ILRM 50', '[2007] IESC 68', '[2005] IEHC 189', '[1947] K.B. 842', '[1961] Ch.', '[2012] IESC 27', '[1976-7] I.L.R.M. 50', '[2010] IEHC 231', '[2012] IEHC 74', '[2020] IESC 70']","['Criminal Procedure Act 1967', '1967 Act', 'Misuse of Drugs Acts 1977', 'Criminal Justice Act 1999', 'Criminal Justice Act 2006', 'Criminal Procedure Act 2010']",2022_IEHC_222
"['[2020] IEHC 185', '[2020] IEHC 311', '[2011] IEHC 25', '[1991] 2 IR 161', '[1998] UKHL 52', '[1999] 2 AC 222', '[2020] IECA 150', '[2021] IESC 58', '[1971] IR 275', '[2020] IESC 37', '[2021] 1 ILRM 1', '[2010] IEHC 218', '[1973] AC 331', '[1980] AC 827', '(1799) 8 TR 186', '101 ER 1337', '[1998] 4 IR 191', '[1996] 1 All ER 303', '[2002] 2 All ER 801', '[2000] 3 IR 191', '[2019] IEHC 151', '[2019] 3 IR 722', '[2006] IEHC 190', '[2007] 1 IR 781', '[1998] Ch.', '[2000] 2 AC 190', '[2013] IESC 32', '[2013] 3 IR 759', '[1997] AC 191', '[2021] UKSC 20', '[2021] 4 All ER 1', '[2010] IEHC 236', '[2010] 4 IR 605', '[2011] IEHC 376', '[2011] 1 ILRM 5', '[1943] IR 485', '[2005] IESC 81', '[2009] IESC 2', '[2021] IECA 248', '[1919] 1 AC 1', '[2011] EWHC 775', '[1926] 1 DLR 1171', '(1970) 18 DLR (3d) 185', '[1894] P 248', '[1986] 1 All ER 841', '[2008] IEHC 274', '[2009] 2 IR 788', '[2015] IESC 27', '[2015] 3 IR 555', '[2020] EWHC 104 (Ch)', '[2020] EWCA Civ 907', '[2021] EWCA Civ 1682', '[2020] IEHC 619', '[2003] EWCA Civ 1409', '[2004] 1 WLR 997', '[2000] Ch 86', '[2003] 1 IR 396', '[1988] 1 WLR 1231']","['Civil Liability Act', 'Civil Liability Act 1961', '1961 Act', 'Registration of Title Act 1964', 'CIVIL LIABILITY ACT', 'Contributory Negligence) Act 1945', 'Irish Act', 'Civil Liability (Contribution) Act 1978', 'Act of 1961', 'CLA Act', 'Land and Conveyancing Law Reform Act 2009', 'Conveyancing Act 1881', 'Registration of Title Act', 'Land Registry/Property Registration Authority', '1964 Act']",2022_IECA_87
"['[2020] IECA 256', '[2011] IECCA 79', '[2001] 3 IR 390', '[2019] IECA 27', '[2015] IECA 169', '[2019] IECA 187', '[2009] 4 IR 105', '[1966] IR 501', '[2018] IECA 143']","['CRIMINAL JUSTICE ACT 1993', 'Criminal Justice Act 1993', 'Criminal Justice (Public Order) Act 1994', 'Firearms and Offensive Weapons Act 1990', 'Criminal Justice Act 2006']",2022_IECA_91
"['[2021 No.', '[2020] 1 I.R 211', '[2016] IECA 67', '[1994] RPC 49', '[2016] IESCDET 62', '[2018] IEHC 239', '[2007] IEHC 37', '[2016] IEHC 540']","['PATENTS ACT 1992', 'Superior Courts Rules', 'Patents Act']",2022_IEHC_234
"['[2010 No.', '[2020] IEHC 543', '[1905] 1 K.B. 653', '[1994] 2 I.R. 105', '[1965] NSWR 194', '(1885)', '29 Ch.', '[1973] EWCA Civ.10 (CA)', '[2000] 1 I.R. 20', '[2000] 3 I.R. 215', '[2017] IEHC 715', '[2017] IEHC 504', '[2020] IEHC 539']",['Competition Act'],2022_IEHC_189
