CITATION,INSTRUMENT,Neutral Citation
"['[2021 No.', '[2015] IESC 49', '[2014] IESC 34', '[2014] 1 IR 720', '[2008] IESC 53', '[2009] 1 IR 618', '[2019] IEHC 251', '[2012] IEHC 315', '[2009] IESC 83', '[1981] IR 489', '[1971] I.R. 132', '[1974] I.R. 378', '[1979] I.R. 423', '[2004] IESC 1', '[2004] 1 IR 40', '[2020] IECA 159', '[2005] IESC 13', '[2005] IEHC 292', '[2012] IEHC 180']","['European Arrest Warrant Act', 'Act of 2003', '2003 Act', 'Framework Decision', 'Council Framework Decision 2009/299/JHA', 'Criminal Justice (Terrorist Offences) Act 2005', 'Criminal Justice Act', 'Criminal Law Act', 'Criminal Law (Suicide) Act', '1967 Criminal Law Act', 'Extradition Act 1965', '2002/584/JHA']",2022_IEHC_159
"['[2022] IECA 57  The President', '[1972] IR 402', '[2011] IECCA 104', '[2015] IECCA 2']","['Criminal Justice (Theft and Fraud Offences) Act 2001', 'Criminal Damage Act 1991', 'Misuse of Drugs Act 1977', 'Criminal Justice (Public Order) Act 1994']",2022_IECA_57
"['[2020 No.', '[2015] 4 I.R. 144', '[2020] IEHC 522']","['International Protection Act 2015', 'Act of 2015']",2022_IEHC_163
"['[2020] IEHC 143', '[2012] 4 I.R. 1', '[2010] IESC 45', '[2010] 3 I.R. 783', '[2018] IESC 27', '[2018] 2 I.R. 357', '[2020] IEHC 202', '[2021] IECA 165', '[2013] IESC 7', '[2013] 1 I.R. 470', '[2016] IESC 17', '[2016] 2 I.L.R.M. 262', '[2001] UKHL 69', '[2002] 1 A.C. 556', '[1927] 4 I.L.R. 5']","['European Arrest Warrant Act 2003', '2003 Act', 'Council Framework Decision 2002/584', 'Framework Decision', 'Offences Against the Person Act 1861', '1861 Act', 'Criminal Justice Act 2006', '2006 Act', 'European Convention']",2022_IESC_12
[],"['Retention of Title Act', 'Family Home Protection Act', 'Civil Partnership Act', 'Circuit Court Rules']",2022_IEHC_122
"['[2018 7009 P]', '[1994] 1 ILRM 137', '[2013] IEHC 148', '[2013] 2 ILRM 183', '[1999] 1 I.R. 501', '[2006] IESC 1', '[2012] 3 IR 396', '[2013] IESC 53', '[2009] 1 WLR 751', '[2015] 1 IR 106', '[2018] IEHC 634', '[2010] IEHC 71', '[2010] IEHC 234', '[2021] IESC 15', '[1969] IR 56', '[2021] IESC 16', '[2019] IECA 154', '[2009] IEHC 7', '[2004] 2 I.R. 21', '[2011] IEHC 145', '[2000] 4 IR 321', '[2010] 4 IR 253', '[2020] IECA 109', '[2001] 3 IR 536', '[2010] IEHC 31', '[2017] IESC 83', '[2020] IECA 80', '[2015] 2 IR 575']","['Building Regulations', 'Multi-Unit Development Act', '2011 Act', 'Mediation Act', 'Courts of Justice Act 1936', '1936 Act', 'Multi-Unit Developments Act', 'Building Control Act', 'Statute of Limitations', 'Companies Act', 'Companies Act 1963', '2014 Act', '1963 Act', 'Mediation Act 2017', '2017 Act']",2022_IEHC_175
"['[2019] IEHC 761', '4 13', '[2009] IEHC 353', '[2019] IEHC 298', '[2016] IEHC 85', '[2019] IEHC 212', '[2018] IEHC 460', '[2018] IEHC 630', '[2017] IEHC 115', '[2017] IEHC 94', '[2017] IEHC 99', '[2003] UK HL 14', '[2003] 1 WLR 840', '[2008] EWCA Civ 878', '[2016] IEHC 398', '[2002] 2 I.R. 135', '[2012] IESC 59', '[2017] IECA 297', '[2].  90', '[2018] IEHC 752', '[4.5]\t The', '[4.6]\t The Tribunal']","['International Protection Act 2015', 'International Protection Act', '2015 Act', 'Qualification Directive 2011/95', '2011 Directive', 'Directive 2011/95', '2006 Regulations', 'Geneva Convention', 'Refugee Qualification Directive', 'Refugee Act 1996']",2022_IEHC_155
"['[2010] 2 IR 605', '[2022] IECA 4', '[1995] 2 IR 268', '[1998] 1 IR 321', '[2017] IECA 232', '[1999] 1 IR 60].', '[2019] IEHC 557', '[1994] 3 IR 289']","['Criminal Evidence Act 1992', 'Criminal Procedure Act', 'Criminal Justice (Sexual Offences) Act 1993', '119/1987 – Criminal Justice Act 1984', 'Garda Síochána Stations) Regulations 1987].', '[Criminal Justice', 'DNA Database System) Act 2014', 'Criminal Law (Rape) Act 1981']",2022_IECA_61
"['[2021 No.', '(Case C-791/19)', '[2021] IESC 46', '52/BP/1907/07']","['European Arrest Warrant Act', 'Act of 2003', 'Criminal Law Rape Act 1981', 'European Arrest Warrant Act 2003', 'European Convention', 'Convention', 'Penal Code', 'Act of 06', 'Criminal Law  Offences Act 2006', 'Criminal Law Extraterritorial Jurisdiction Act 2019', 'Criminal Law (Jurisdiction) Act 1976', 'Criminal Law (Rape) (Amendment) Act 1990', 'Europe Convention', 'Mercantile Marine Act 1955', 'Person Act 1997', 'Act of 1990', 'Criminal Law Extraterritorial Jurisdiction  Act 2019', 'convention', '2019 Act', 'Vienna Convention', 'Law of Treaties 1969']",2022_IEHC_143
"['[2021 No.', '[2009] IESC 48', '[2015] IESC 49', '[2014] IESC 34', '[2014] 1 IR 720', '[2008] IESC 53', '[2009] 1 IR 618', '[2019] IEHC 251', '[2012] IEHC 315', '[2009] IESC 83']","['European Arrest Warrant Act', 'Act of 2003', 'Road Traffic Act 1961', 'Penal Code', 'General Directorate of Reintegration and Prison Services (DGRSP)', 'Technical Teams for Specialized Treatment (ETET)', 'European Arrest Warrant Act 2003', '2003 Act', 'Framework Decision', 'Portuguese Penal Code']",2022_IEHC_285
"['[2018] IEHC 456', '[2020] IEHC 164', '[1998] 4 IR 220', '[2017] IEHC 397', '[2015] IESC 39']","['[Record', 'Personal Insolvency Acts 2012', 'Act?', 'Local Government (Charges) Act 2009', 'Local Government (Household Charge) Act 2011', 'Local Government Act 2001', 'Nursing Homes Support Scheme Act 2009', 'Multi-Unit Developments Act 2011', 'Social Welfare Consolidation Act 2005', 'Proceeds of Crime Acts 1996', 'Planning and Development Acts 2000', 'Planning and Development Act 2000', 'Constitution Act 1999', 'Constitution.', 'Personal Insolvency Act', 'Interpretation Act 2005']",2022_IEHC_180
"['[2009] 1 IR 146', '[1993] 1 IR 31', '[1971] IR 217']","['District Court Rules', 'Courts of Justice Act 1924', 'Courts of Justice Act 1936', '1936 Act', 'Family Law (Maintenance of Spouses and Children) Act 1976']",2022_IEHC_196
"['[UNAPPROVED]  Court of Appeal Record No.', '15642853  2015/76870', '15673082 2015/76868', '15673017   Case', '[2017] 2 IR 157', '[2002] 4 I.R. 292', '[2015] IEHC 16', '[1976] IR 325', '[2017] IEHC 656']","['Person Act 1997', 'Criminal Justice (Public Order) Act 1994', 'Criminal Justice (Theft and Fraud Offences) Act 2001', 'Criminal Justice Act 1984', 'Criminal Justice (Legal Aid) Regulations 1965', '1994 Act', 'Criminal Justice (Legal Aid) Act 1962']",2022_IECA_46
"['[2017] IESC 71', '[2018] 1 IR 375', '[2009] IEHC 564', '[2009] 3 IR 366']",['Courts Act 1981'],2022_IECA_50
"['[2020 No.', '[2020] IEHC 615', '[2015] IEHC 528', '[2019] IEHC 269', '[2015] 4 I.R. 144', '[1993] 1 I.R. 39', '[1986] IR 642']","['International Protection Act 2015', 'Act of 2015']",2022_IEHC_164
"['[2006]\xa0IESC\xa050', '[2006]\xa03\xa0I.R.\xa0504', '[2006]\xa04\xa0I.R.\xa01', '[2020]\xa0IECA\xa022', '[2007]\xa0IEHC\xa03', '[2020]\xa0IEHC\xa0461', '[1994]\xa01\xa0I.R. 374', '[2021]\xa0IESCDET\xa0129']","['Health Act 1947', 'Citizens Directive', 'Irish Constitution', 'Prevention of Corruption (Amendment) Act 2001']",2022_IEHC_98
"['[2014] IEHC 308', '[2018] IEHC 58', '[2018] IEHC 186', '[2020] IESC 14', '[2019] IEHC 555', '[2019] IEHC 646', '[2019] IEHC 685', '[2020] 3 I.R. 162', '[1999] 2 I.R. 495', ', Case C-431/92,', ', Case C-81/96', ', Case C- 226/08', '[2018] IEHC 808', '[2015] IEHC 838', '(Case C-538/09,', '[2008] 1 I.R. 336', '[2016] IECA 207', '[2016] 1 I.R. 541', '[1999] IEHC 155', '[1999] 2 ILRM 198', '[1999] 2 IR 198', '[1994] 3 IR 449', 'In Case C-392/96 Commission v Ireland', '(paras.', '[2019] IEHC 755', '[2014] IEHC 632', '(Case C-127/02 Waddenzee v Staatssecretaris van Landbouw, Natuurbeheer en Visserij', '[1999] 1 IR 556', '[2009] IEHC 426', '[2020] IEHC 195', '(Case C-196-16', '[2009] ECR I6277', '[1999] 1 I.R. 556', '[2005] 2 I.R. 108', '[2018] IESC 31', '[1989] IR 149', '[2012] 3 I.R. 297', '[2009] IEHC 464', '[2008] IEHC 291', '[2021] IEHC 583', '[2020] IEHC 634', '[2018] 1 IR 189', '[2018] IESC 54', '[2021] IEHC 342']","['PLANNING AND DEVELOPMENT ACT', 'ENVIRONMENTAL PROTECTION AGENCY ACT', 'Environmental Protection Agency Act 1992', 'EPA Act', 'Habitat’s Directive', 'Planning and Development Act', 'Exempted Development) Regulations 2019', 'EIA Directive', 'MCA', '2019 Regulations', 'Habitats Directive', 'Local Government (Planning & Development) Act 1963', 'Local Government (Planning and Development) Act', '1963 Act', 'EIA Directive (Directive 85/337', 'Act of 1963', 'Act of 2000', '2000 Act', 'Council Directive', 'Planning and Development Regulations', '1994 Regulations', '2001 Regulations', 'Planning and Development Regulations 2005', ') Regulations 2011', 'Planning and Development Regulations 2001', '2011 Act', 'Environment (Miscellaneous Provisions) Act', 'Planning and Development Regulations.', 'Environmental Impact Directive', 'Environment (Miscellaneous Provisions) Act 2011', 'EPA Act 1992', 'PDR 2001 Act', 'EPA\xa0Act', 'Habitats\xa0Directives', 'Directive of 1985', 'Directive', 'Directive 2011/92', 'Directive 97/11/EC', 'Planning and Development Regulations 2011', 'Planning and Development Act 2000', 'Directive 85/337', 'Directive 2014/52', '2011 Regulations', 'Directive 2003/87', 'Industrial Emissions Directive', 'EU Birds Directive', 'Birds Directive', 'Comune di Corridonia Case', 'EPA Act.', 'Ministerial Regulations', 'Environmental Protection Agency Act', 'Local Government (Planning and Development) Act 1963', 'Protection of the Environment Act 2003', '1992 Act']",2022_IEHC_148
[],[],2022_IEHC_129
"['[2019] IESC 84', '[2019] IESC 61', '[2003] 4 IR 1', '[2017] IEHC 322', '[2018] IEHC 773', '[2020] IECA 87', '[2020] IEHC 147', '[2019] IESC 84I', '[2021] IESCDET 137', '[2020] IECA 318', '[2016] 1 IR 92', '[2017] 2 I.R. 798', '[2019] IECA 216']","['Bankers’ Book Evidence Act', 'Code of Conduct on Mortgage Arrears', 'Consumer Contracts Directive', 'Consumer Credit Act', 'Code of Conduct of the Mortgage Arrears', 'Code of Conduct on Mortgage Arrears and the Unfair Terms in Consumer Contracts Directive', 'Central Credit Register.', 'Central Bank Act 1989', 'Central Bank Act', 'Consumer Protection (Regulation of Credit Servicing Firms) Act 2015', '2015 Act', 'Central Bank Act 1997', 'UK Financial Conduct rules']",2022_IEHC_168
"['[2006] IEHC 385', '[1940] AC 282', '[1994] Ch 205', '[1958] P. 235', '[2010] IEHC 176', '[2015] IESC 64', '[2015] 3 IR 164', '[1994] Ch.', '[2013] IESC 41']","['Legal Services Regulation Act 2015', '2015 Act']",2022_IECA_70
"['[1987] IR 85', '[2015] IEHC 631', '[2002] QSC 42', '[2012] WASC 254', '[2013] IESC 49', '[2010] IESC 35', '[2014] 1 IR 699', '[1998] 4 IR 186', '[2017] IEHC 431', '[2016] IECA 235', '[2015] IECA 27', '[2013] IESC 6', '[2012] IESC 32', '[2017] IECA 290', '[2020] IESC 37', '[2020] IESC 62', '[2021] IECA 337', '[2021] IESC 75']",[],2022_IECA_66
"['[2005] IESC 89', '[2008] 4 I.R. 318', '2 I.R. 133', '[2014] 1 W.L.R. 1264', '[2020] 3 I.R. 389', '[2019] IECA 327', '[2021] IESC 77']","['Protected Disclosures Act', '2014 Act', 'Planning and Development Act', 'Civil Service Disciplinary Code', '2016 Code', 'Unfair Dismissals Act', 'Civil Service Regulation Act', 'Legal Services Regulation Act']",2022_IEHC_153
['[2021] IESC 51'],"['Aarhus Convention', 'Planning and Development Act 2000', 'Habitats Directive', 'Road Traffic Act', 'Road Traffic Act 1994', '2000 Act', 'Convention', 'Directive 2011/92', '2011 Regulations', 'Environment (Miscellaneous Provisions) Act 2011', '2011 Act', 'Legal Services Regulation Act 2015']",2022_IEHC_112
['[2021 No.'],"['COMPANIES ACT 2014', '2014 Act', 'Companies Act 2014', 'Industrial and Provident Societies Act 1893', '2020 Act']",2022_IEHC_217
"['[2015] 1 I.R. 516', '[2012] 3 I.R. 152', '[2020] IESC 42', '[2013] 4 I.R. 576', '[2003] ACTSC 80', '[2018] FCA 1452', '[1998] 2 I.R. 162', '[2007] 1 I.R. 1', '[2020] 2 I.R. 1', '[1994] 1 I.R. 450', '[2019] 1 I.R. 63', '[2013] IESC 53']","['European Communities (Electronic Communications Networks and Services) (Framework) Regulations 2011', 'Framework Regulations', 'State to Directive 2002/21', 'Framework Directive', 'Directive 2002/21/EC', 'Remedies Regulations', 'Better Regulation Directive', 'Directive 2009/140/EC', '2011 Regulations', '2002 Framework Directive', 'Recast Directive', 'Recast Framework Directive', 'Recast Regulation', 'Companies Act', 'ANM Decision']",2022_IEHC_165
"['11280\xa0F. It', '[2017]\xa0IEHC\xa0515', '[2018]\xa03\xa0I.R.\xa0172', '[1969]\xa01\xa0Q.B.\xa0607', '[2021]\xa0IECA\xa093', '[2022]\xa0IEHC\xa097', '28\xa0March 2022']","['Registration of Deeds and Title Act 2006', 'Registration of Title Act 1964', '1877 Act', 'Act of 1877']",2022_IEHC_99
"['[2018] IEHC 294', '[2021] IECA 101', '[2017] IESC 69', '[2018] 3 I.R. 68', '[2021] IESCDET 84', '[1970] I.R. 317', '[2020] IESC 60', '[2021] IESC 33', '[1946] I.R. 517', '[2019] IESC 33', '[2020] 1 I.R. 413', '[2005] 2 I.L.R.M. 375', '[1967] I.R. 50', '[1986] I.R. 495']","['COURTS OF JUSTICE ACT 1947', 'Health Act 2004', 'Act of 2005', 'Health Acts 1947', 'Regulations 2007', 'Regulations of 2007', 'Disability Act 2005', 'Interpretation Act 2005', 'Inland Post Warrant Act 1939']",2022_IESC_14
"['[1996]\xa02\xa0I.R.\xa0459', '[2005]\xa0IEHC\xa0294', '[2021]\xa0IECA\xa0287', '[1984]\xa0I.R.\xa0151', '[2015]\xa0IECA\xa074', '[2021]\xa0IEHC\xa0260', '[2021]\xa0IECA\xa03', '[2019]\xa0IECA\xa0156', '[2021]\xa0IECA\xa029', '[1999]\xa0IESC\xa054', '[2020]\xa0IESC\xa067', '[1989]\xa0I.R.\xa091', '[2022]\xa0IEHC\xa0126', '[1994]\xa03\xa0I.R.\xa01', '[2019]\xa0IECA\xa043', '[2011] IEHC 103']","['Civil Liability and Courts Act 2004', 'Statute of Limitations Act 1957', 'Superior Courts.', 'European Convention', 'Legal Services Regulation Act 2015']",2022_IEHC_132
"['[2022] IECA 47  McCarthy J.', '[2021] IEHC 235', '[2021] IEHC 344', '[1976] IR 101', '[2009] IESC 5', '[2009] 3 IR 322', '[1995] 2 IR 113', '[2014] IEHC 159', '[2006] IEHC 156', '[2004] IESC 97', '[2005] 2 IR 383', '[2016] IECA 235', '[2021] IECA 293', '[2001] 1 IR 313', '[2006] IEHC 99', '[2006] 2 ILRM 299', '[2019] IECA 360', '[2001] 1 ILRM 132', '[2015] IESC 21', '[2006] IEHC 317', '(1887) 19 QBD 394', '[2021] IEHC 538', '[2008] IEHC 274', '[2009] 2 ILRM 262', '[2019] IEHC 306']","['Land and Conveyancing Law Reform Act 2009', '2009 Act', 'Statute of Limitations', 'Statute of Limitations Act 1957', '1957 Act']",2022_IECA_47
"['[2014[ 1 IR 556', '[2006] 1 IR 560', '[2018] IEHC 544', '[2021] IECA 84', '[2009] 4 IR 631', '[2007] IEHC 208', '[2012] IEHC 281']","['Casual Trading Act 1995', '1995 Act']",2022_IEHC_173
"['[2020] IECA 121', '[2020] IESC 9', '[2015] IESC 103', '[2015] 4 IR 535', '[2012] IESC 39', '[2012] 3 IR 222']",[],2022_IECA_68
"['[1994] 1 I.R. 374', '[2002] 2 I.R. 369', '[2013] IESC 4', '[2015] IESC 26']","['Civil Legal Aid Act', '1995 Act']",2022_IEHC_166
['[2022] IECA 52  The President'],"['CRIMINAL JUSTICE ACT 1993', 'Criminal Justice Act 1993', 'Criminal Law Act 1976']",2022_IECA_52
['[2010 No.'],['Regulation EC 1393/07'],2022_IEHC_127
"['[2020 No.', '[2001] 3 IR 429', '[2005] 2 IR 272', '[1996] IR 642', '[2006] 1 IR 270']","['Freedom of Information Act', '2014 Act', 'Freedom of Information Act 1997', 'FOI Act']",2022_IEHC_170
"['[2020] IEHC 399', '[2020] IEHC 584', '[2019] IESC 65', '[2020] 2 IR 1', '[2019] IECA 327', '[2021] IECA 38', '[1975] AC 396', '[2005] IESC 89', '[2019] IESC 28', '[1995] 2 IR 142', '[2001] IESC 15', '[2019] IESC 92', '[1968] IR 136', '[2019] IEHC 239', '[1971] Ch.', '[2011] IEHC 107', '[2011] 3 IR 563', '[2022] IESC 2', '[2011] IEHC 505', '[2012] 3 IR 549', '[2017] IEHC 261', '[1993] FSR 468', '[2019] IECA 214', '[2014] IESC 21', '[2014] 2 IR 301', '[1996] 1 All ER 853', '[2013] IEHC 124', '[2011] BCSC 1196', '[2021] WL 4476799', '[1995] I-00743', '[2012] 3 IR 152', '[2018] IEHC 324', '[2012] EWHC 268 (Ch)', '[2014] EWHC 3354 (Ch)', '[2015] 1 All ER 949', '[2020] IEHC 488']",['Montreal Convention 1999'],2022_IECA_64
"['[2018 No.', '[2004] 2 IR 72', '[2006] IEHC 240', '[2020] IEHC 13', '[2015] 3 I.R. 555', '[2016] IESC 14', '[2020] IECA 132']","['2015 Act', 'Order 99 Rules 2', 'Superior Courts 1986', '2008 Regulations', 'Irish Regulations', 'EU Directive']",2022_IEHC_150
['[1998] 2 I.L.R.M. 241'],"['PLANNING AND DEVELOPMENT ACT', '2016 Act', 'Cnoc Fraoigh Waste Water Treatment Plant', 'Height Guidelines 2018', 'Galway County Development Plan 2015-2021', 'Flood Guidelines 2009', 'Development Management Justification Test', 'Justification Test', 'Irish Water Code of Practice for Wastewater Infrastructure, the Building Regulations', '2000 Act', 'Act of 2016', 'Planning and Development Act 2000', 'Roads Act', 'Roads Act 1993', 'Planning Acts and Regulations', 'Planning and Development Regulations 2001', 'Regulations of 2001', 'PADA 2000', 'Water Services Act 2007', 'EIA Directive', 'Habitats Directive', 'Sustainable Urban Residential Developments Guidelines 2009', 'Cnoc Fraoigh', 'Development Plan Justification Test', 'SRFA/Proposed Variation', '[Flood Guidelines 2009', 'Flood Zones A & B', 'Flood Zones A & B. In', 'Flood Directive', 'Flood Guidelines 2009].', 'Trusky East Stream Flood Study 2020', 'Bearna Plan, Irish Water Code', 'Flood Guidance 2009', 'Irish Water’s Code of Practice and Irish Water', 'Irish Water’s Code of Practice for Wastewater Infrastructure', 'Building Regulations Part H and Irish Water’s Code', 'Irish Water Code of Practice', 'E.I.A. Directive', 'Trusky Stream.', 'Qualifying Interests/Special Conservation Interests', 'Conservation Objectives of Galway Bay Complex SAC and Inner Galway Bay SPA.']",2022_IEHC_146
"['[2021]\xa0IECA\xa0259', '[2022]\xa0IEHC\xa06', '[2004]\xa0IESC\xa035', '[2004]\xa01\xa0I.R.\xa0545', '[2020]\xa0IECA\xa072', '[2017]\xa0IESC\xa060']","['Aarhus Convention', 'Environment (Miscellaneous Provisions) Act 2011', 'Fisheries (Amendment) Act 1997', 'Planning and Development Act 2000', 'Environmental Impact Assessment Directive', 'EIA Directive', 'Convention']",2022_IEHC_96
['[2022] IEHC 34'],[],2022_IEHC_185
"['2020/32 2020/33', '[1979] IEHC 1', '[1979] ILRM 141', '[1980] ILRM 94', '[2011] IEHC 349', '[2021] IECA 244', '[2020] IEHC 495', '[1985] I.R. 613', '[1983] ILRM 323', '[2020] IEHC 64']","['COMPANIES ACT 2014', 'Companies Act 2014', 'Companies Acts 2014', 'Companies Act', 'Criminal Justice Act 2011', 'Superior Courts 1986', 'European Union (Anti-Money Laundering: Beneficial Ownership of Corporate Entities) Regulations 2016', 'Beneficial Ownership Register Regulations', 'Companies Act 1963', 'EU Treaty', 'Treaty', 'Act of 2014', 'Legal Services Regulation Act 2015']",2022_IECA_48
"['[2022] IEHC 200', '[2021 No.']","['European Arrest Warrant Act', 'Act of 2003', '2003 Act', '2004 Act', 'Spanish Penal Code', 'Framework Decision', 'Criminal Justice (Public Order) Act', 'Against the Person Act 1997', 'Framework Decision 2002/584']",2022_IEHC_193
"['[2021] IESC 15', '[2006] IESC 1', '[2009] IEHC 7', '[2022] IECA 12', '[1962] I.R. 180']","['Companies Act 2014', 'Registration of Business Names Act 1963']",2022_IECA_49
"['2020 7347 P]', '(1882) 11 QBD 55']",['[Record'],2022_IEHC_203
"['[2021]\xa0IECA\xa093', '[2020]\xa0IEHC\xa012', '14\xa0February 2022', '[1989]\xa0I.R.\xa0327', '[2019]\xa0IESC\xa049', '[2020]\xa01\xa0I.R.\xa0364']","['Registration of Title Act 1964', 'Registration of Deeds and Title Act 2006', 'Monday Chancery Special Summons List)', 'Family Home Protection Act 1976', '2006 Act', 'Legal Services Regulation Act 2015']",2022_IEHC_97
['2021/No.492JR'],"['PLANNING AND DEVELOPMENT', 'RESIDENTIAL TENANCIES ACT 2016', 'PLANNING AND DEVELOPMENT ACT 2000', '2016 Act', 'Impugned Decision', 'Meath County Development Plan 2013', 'Variation #2', 'Natura 2000', 'Habitats Directive', '2000 Act', 'Board’s Impugned Decision']",2022_IEHC_147
"['[2021] IEHC 845', '[2004] IESC 95', '[2014] AC 1', '[2015] UKSC 35', '[2016] AC 76', '[2021] IECA 132', '(Case C-497/10 PPU', '[2010] ECR I-14309', '[2020] IECA 100', '[2021] IECA 98', '[1992] 1 IR 210', '[2015] IESC 11', '[2017] IESC 46', '[2018] 2 IR 1', '[1979] IR 149', '[2015] IECA 104', '[1993] 1 FLR 993', '[1983] 2 AC 309', '(EC) 2201/2003', '[2014] EWCA Civ.', '[2015] 1 WLR 863', '[2015] 2 WLR 1583', '[2021] EWHC 2024 (Fam)', '[2020] EWCA Civ.', '[2020] 4 WLR 137']","['Hague Convention', 'Civil Aspects of International Child Abduction of 25', 'Convention', 'Foreign Custody Orders Act 1991', '1991 Act']",2022_IECA_65
"['[2021] IEHC 408', '[2012] IESC 50', '[2017] IESC 24', '[2012] IEHC 274', ', 2018.', '[1995] 2 ILRM 561', '[1996] 2 IR 459', '[2009] 1 IR 737', '] IEHC 148', '2 ILRM 561', '[2005] 1 ILRM 290', '(Application no.', ', 2004)', '[2004] ECHR  42297/98', '[2008] 4 IR 31', '[2011] 1 IR 611', '[1994] 1 ILRM 512', '[1999] IEHC 199', '[2017] IECA 8']","['European Convention', 'Ireland’s Convention', 'Land and Conveyancing Law Reform Act 2009']",2022_IEHC_151
"['[1996] 2 IR 459', '[2016] IECA 206', '[1996] 2 I.R. 459', '[1970] I.R. 27', '[1995] 2 I.L.R.M. 561', '[2021] IEHC 138', '[2016] IECA 19', '[2017] IECA 178']",[],2022_IEHC_126
"['[1994] 1 IR 450', '[2008] IEHC] 374', '[2020] IEHC 399', '[1983] IR 88', '[2012] 3 IR 152', '[2019] IESC 65', '[2005] IESC 89', '[2019] IESC 28', '[2007] IEHC 386', '[2008] 2 IR 205', '[2007] IEHC 432', '[2019] IEHC 213', '[2019] IECA 327', '[2011] IEHC 388', '(Case 27/76 United Brands v Commission', '[1978] ECR 207', '2020 Volume 18', '[2020] IEHC 308', '[2007] UKCLR 309', '[2008] 1 AC 1', '[2017] IEHC 147', '[2019] IECA 138', '(1860) 66 ER 28', '[2001] IESC 15']",[],2022_IEHC_130
