Neutral Citation,Instrument,Statue,Year,Detail,Instrument Link,Instrument ID,Statue ID
2022_IEHC_249,Planning and Development Regulations 2001,Planning and Development Regulations,2001,,https://www.irishstatutebook.ie/2001/en/si/0154.html?q=Planning+and+Development+Regulations&years=2001,41147,32142
2022_IEHC_249,Planning and Development Regulations 2001,Planning and Development Regulations,2001,,https://www.irishstatutebook.ie/2001/en/si/0154.html?q=Planning+and+Development+Regulations&years=2001,41147,32142
2022_IEHC_256,Planning and Development Regulations 2001,Planning and Development Regulations,2001,,https://www.irishstatutebook.ie/2001/en/si/0154.html?q=Planning+and+Development+Regulations&years=2001,41147,32142
2022_IEHC_274,General Data Protection Regulation,General Data Protection Regulation,,,,50614,59125
2022_IEHC_284,European Communities (Free Movement of Persons) Regulations 2015,European Communities Regulations,2015,Free Movement of Persons,,37463,63257
2022_IEHC_329,Planning and Development Regulations 2001,Planning and Development Regulations,2001,,https://www.irishstatutebook.ie/2001/en/si/0154.html?q=Planning+and+Development+Regulations&years=2001,41147,32142
2022_IEHC_335,European Union (Protection of Trade Secrets) Regulations 2018,European Union Regulations,2018,Protection of Trade Secrets,,49990,12157
2022_IEHC_339,European Communities (Free Movement of Persons) Regulations 2015,European Communities Regulations,2015,Free Movement of Persons,,37463,63257
2022_IEHC_34,Building Regulations,Building Regulations,,,,30770,15221
2022_IEHC_354,Taxi Regulation (Small Public Service Vehicle) Regulations 2015,Taxi Regulation Regulations,2015,Small Public Service Vehicle,https://www.irishstatutebook.ie/2015/en/si/0033.html?q=Taxi+Regulation+Small+Public+Service+Vehicle+Regulations&years=2015,50554,5644
2022_IEHC_358,Dublin III Regulation,Dublin III Regulation,,,,7619,26044
2022_IEHC_372,Surface Water Regulations 2009,Surface Water Regulations,2009,,,30983,39455
2022_IEHC_393,Planning and Development Regulations 2001,Planning and Development Regulations,2001,,https://www.irishstatutebook.ie/2001/en/si/0154.html?q=Planning+and+Development+Regulations&years=2001,41147,32142
2022_IEHC_393,Strategic Environmental Assessment Regulations 2004,Strategic Environmental Assessment Regulations,2004,,https://www.irishstatutebook.ie/2004/en/si/0436.html?q=Strategic+Environmental+Assessment+Regulations&years=2004,58696,41889
2022_IEHC_395,Planning and Development Regulations 2001,Planning and Development Regulations,2001,,https://www.irishstatutebook.ie/2001/en/si/0154.html?q=Planning+and+Development+Regulations&years=2001,41147,32142
2022_IEHC_44,Birds and Habitats Regulations 2011,Birds and Habitats Regulations,2011,,,65527,33120
2022_IEHC_44,Planning and Development Regulations 2001,Planning and Development Regulations,2001,,https://www.irishstatutebook.ie/2001/en/si/0154.html?q=Planning+and+Development+Regulations&years=2001,41147,32142
2022_IEHC_441,European Communities (Reception Conditions) Regulations 2018,European Communities Regulations,2018,Reception Conditions,https://www.irishstatutebook.ie/2018/en/si/0230.html?q=European+Communities+Reception+Conditions+Regulations&years=2018,61780,63257
2022_IEHC_441,European Communities (Reception Conditions) Regulations 2019,European Communities Regulations,2019,Reception Conditions,,51124,63257
2022_IEHC_441,Reception Conditions Regulations,Reception Conditions Regulations,,,,27451,45250
2022_IEHC_54,Public Procurement Remedies Regulations,Public Procurement Remedies Regulations,,,,1189,2303
2022_IEHC_54,Remedies Regulations,Remedies Regulations,,,,16976,40104
2022_IEHC_54,Utilities Remedies Regulations,Utilities Remedies Regulations,,,,29645,57731
2022_IEHC_6,European Communities (Birds and Natural Habitats) Regulations 2011,European Communities Regulations,2011,Birds and Natural Habitats,,25410,63257
2022_IEHC_6,Habitats Regulations,Habitats Regulations,,,,65000,60386
2022_IEHC_6,Planning and Development Regulations 2001,Planning and Development Regulations,2001,,https://www.irishstatutebook.ie/2001/en/si/0154.html?q=Planning+and+Development+Regulations&years=2001,41147,32142
2022_IEHC_71,Dublin III Regulation,Dublin III Regulation,,,,7619,26044
2022_IEHC_83,Planning and Development Regulations 2001,Planning and Development Regulations,2001,,https://www.irishstatutebook.ie/2001/en/si/0154.html?q=Planning+and+Development+Regulations&years=2001,41147,32142
2022_IESC_19,AIE Regulations,AIE Regulations,,,,58203,12547
2022_IESC_19,European Communities (Access to Information on the Environment) (Amendment) Regulations 2007,European Communities Regulations,2007,"Access to Information on the Environment,Amendment",,61534,63257
2022_IESC_28,AIE Regulations,AIE Regulations,,,,58203,12547
2022_IESC_8,Planning and Development Regulations 2001,Planning and Development Regulations,2001,,https://www.irishstatutebook.ie/2001/en/si/0154.html?q=Planning+and+Development+Regulations&years=2001,41147,32142
2022_IESC_8,Surface Water Regulations 2009,Surface Water Regulations,2009,,,30983,39455
